,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2024 Term Muni Bond ETF
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"85,272.92",0.03,"85,272.92","75,000.00",880558LN9,US880558LN92,-,112.86,United States,-,USD,2.67,0.43,1.0,"Nov 01, 2024",5.0,2.66,-,0.43,2.66,0.43,USD,"Sep 18, 2019","Sep 18, 2019"
BOSTON MASS,Government Related,Fixed Income,"83,830.48",0.03,"83,830.48","75,000.00",100853VW7,US100853VW78,-,110.11,United States,-,USD,2.05,0.32,1.0,"Mar 01, 2024",5.0,2.05,-,0.32,2.05,0.32,USD,"Mar 24, 2016","Mar 24, 2016"
HOWARD CNTY MD,Municipals,Fixed Income,"83,830.54",0.03,"83,830.54","75,000.00",44256PHS5,US44256PHS56,-,109.89,United States,-,USD,2.01,0.32,1.0,"Feb 15, 2024",5.0,2.01,-,0.32,2.01,0.32,USD,"Apr 25, 2017","Apr 25, 2017"
NORTH TEX TWY AUTH REV,Government Related,Fixed Income,"83,820.32",0.03,"83,820.32","75,000.00",66285WH25,US66285WH254,-,109.26,United States,-,USD,1.89,0.35,1.0,"Jan 01, 2024",5.0,1.89,-,0.35,1.89,0.35,USD,"Nov 20, 2014","Nov 20, 2014"
SOUTH CAROLINA ST,Government Related,Fixed Income,"83,797.07",0.03,"83,797.07","75,000.00",83710RKE6,US83710RKE61,-,110.48,United States,-,USD,2.14,0.32,1.0,"Apr 01, 2024",5.0,2.13,-,0.32,2.13,0.32,USD,"May 01, 2015","May 01, 2015"
SOUTH CAROLINA ST,Government Related,Fixed Income,"83,797.07",0.03,"83,797.07","75,000.00",83710RJT5,US83710RJT59,-,110.48,United States,-,USD,2.14,0.32,1.0,"Apr 01, 2024",5.0,2.13,-,0.32,2.13,0.32,USD,"May 01, 2015","May 01, 2015"
VIRGINIA ST PUB SCH AUTH SPL O,Government Related,Fixed Income,"83,764.31",0.03,"83,764.31","75,000.00",92818FBD6,US92818FBD69,-,109.6,United States,-,USD,1.97,0.37,1.0,"Feb 01, 2024",5.0,1.97,-,0.37,1.97,0.37,USD,"Nov 10, 2016","Nov 10, 2016"
FAIRFAX CNTY VA WTR AUTH WTR R,Government Related,Fixed Income,"83,743.60",0.03,"83,743.60","75,000.00",303891B46,US303891B464,-,110.41,United States,-,USD,2.14,0.35,1.0,"Apr 01, 2024",5.0,2.13,-,0.35,2.13,0.35,USD,"Mar 01, 2017","Mar 01, 2017"
CYPRESS-FAIRBANKS TEX INDPT SC,Government Related,Fixed Income,"83,730.01",0.03,"83,730.01","75,000.00",2327605M6,US2327605M63,-,109.75,United States,-,USD,2.01,0.38,1.0,"Feb 15, 2024",5.0,2.01,-,0.38,2.01,0.38,USD,"Nov 01, 2014","Nov 01, 2014"
ALABAMA ST PUB SCH & COLLEGE A,Government Related,Fixed Income,"83,725.67",0.03,"83,725.67","75,000.00",010609BB0,US010609BB00,-,110.8,United States,-,USD,2.22,0.35,1.0,"May 01, 2024",5.0,2.22,-,0.35,2.22,0.35,USD,"May 05, 2015","May 05, 2015"
MAINE ST,Government Related,Fixed Income,"83,650.57",0.03,"83,650.57","75,000.00",56052AB88,US56052AB887,-,111.12,United States,-,USD,2.31,0.37,1.0,"Jun 01, 2024",5.0,2.3,-,0.37,2.3,0.37,USD,"Jun 26, 2019","Jun 26, 2019"
CALIFORNIA ST PUB WKS BRD LEAS,Government Related,Fixed Income,"83,593.03",0.03,"83,593.03","75,000.00",13068LTX3,US13068LTX37,-,111.04,United States,-,USD,2.31,0.4,1.0,"Jun 01, 2024",5.0,2.3,-,0.4,2.3,0.4,USD,"Apr 21, 2015","Apr 21, 2015"
BEXAR CNTY TEX,Government Related,Fixed Income,"83,593.00",0.03,"83,593.00","75,000.00",088281ZU7,US088281ZU75,-,111.24,United States,-,USD,2.35,0.4,1.0,"Jun 15, 2024",5.0,2.34,-,0.4,2.34,0.4,USD,"Dec 15, 2017","Dec 15, 2017"
NEW MEXICO FIN AUTH REV,Corporates,Fixed Income,"83,612.20",0.03,"83,612.20","75,000.00",64711N2W4,US64711N2W41,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Mar 07, 2018","Mar 07, 2018"
ILLINOIS ST SALES TAX REV,Government Related,Fixed Income,"83,144.61",0.03,"83,144.61","75,000.00",452227LS8,US452227LS88,-,110.64,United States,-,USD,2.35,0.63,1.0,"Jun 15, 2024",5.0,2.34,-,0.63,2.34,0.63,USD,"Sep 15, 2016","Sep 15, 2016"
MIAMI-DADE CNTY FLA,Government Related,Fixed Income,"79,787.40",0.03,"79,787.40","70,000.00",59333FUL2,US59333FUL20,-,111.48,United States,-,USD,2.33,0.38,1.0,"Jul 01, 2024",5.0,2.33,-,0.38,2.33,0.38,USD,"Sep 11, 2018","Sep 28, 2016"
TUCSON ARIZ WTR REV,Government Related,Fixed Income,"79,750.32",0.03,"79,750.32","70,000.00",898797BN4,US898797BN48,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Feb 25, 2015","Feb 25, 2015"
METROPOLITAN WTR DIST SALT LAK,Municipals,Fixed Income,"79,750.32",0.03,"79,750.32","70,000.00",592657CD0,US592657CD05,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"May 12, 2016","May 12, 2016"
JOHNSON CNTY KANS UNI SCH DIST,Municipals,Fixed Income,"79,691.51",0.03,"79,691.51","70,000.00",478700Y92,US478700Y922,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 01, 2015","Oct 01, 2015"
CHARLESTON CNTY S C,Government Related,Fixed Income,"79,693.85",0.03,"79,693.85","70,000.00",160069WY2,US160069WY20,-,113.02,United States,-,USD,2.67,0.38,1.0,"Nov 01, 2024",5.0,2.66,-,0.38,2.66,0.38,USD,"Nov 03, 2015","Nov 03, 2015"
CHARLESTON EDL EXCELLENCE FING,Municipals,Fixed Income,"79,654.24",0.03,"79,654.24","70,000.00",160131DM7,US160131DM70,-,113.38,United States,-,USD,2.75,0.38,1.0,"Dec 01, 2024",5.0,2.75,-,0.38,2.75,0.38,USD,"Sep 09, 2014","Sep 09, 2014"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"79,630.36",0.03,"79,630.36","70,000.00",92818MY87,US92818MY876,-,112.92,United States,-,USD,2.67,0.41,1.0,"Nov 01, 2024",5.0,2.66,-,0.41,2.66,0.41,USD,"Nov 18, 2015","Nov 18, 2015"
DENVER COLO CITY & CNTY SCH DI,Government Related,Fixed Income,"79,392.84",0.03,"79,392.84","70,000.00",24919PJW5,US24919PJW59,-,113.0,United States,-,USD,2.75,0.5,1.0,"Dec 01, 2024",5.0,2.75,-,0.5,2.75,0.5,USD,"May 31, 2017","May 31, 2017"
MISSOURI ST ENVIRONMENTAL IMPT,Government Related,Fixed Income,"77,647.92",0.03,"77,647.92","70,000.00",60636UCY3,US60636UCY38,-,108.93,United States,-,USD,2.36,0.41,1.0,"Jul 01, 2024",4.0,2.36,-,0.41,2.36,0.41,USD,"Dec 22, 2015","Dec 22, 2015"
ARIZONA BRD REGENTS ARIZ ST UN,Municipals,Fixed Income,"74,088.30",0.03,"74,088.30","65,000.00",04048RQV1,US04048RQV14,-,111.48,United States,-,USD,2.33,0.38,1.0,"Jul 01, 2024",5.0,2.33,-,0.38,2.33,0.38,USD,"Sep 14, 2016","Sep 14, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"74,070.99",0.03,"74,070.99","65,000.00",13063C5B2,US13063C5B28,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Mar 14, 2017","Mar 14, 2017"
OREGON ST,Government Related,Fixed Income,"74,088.82",0.03,"74,088.82","65,000.00",68609BQ75,US68609BQ753,-,111.9,United States,-,USD,2.42,0.37,1.0,"Aug 01, 2024",5.0,2.41,-,0.37,2.41,0.37,USD,"May 03, 2017","May 03, 2017"
VIRGINIA ST PUB SCH AUTH SPL O,Government Related,Fixed Income,"74,017.51",0.03,"74,017.51","65,000.00",92817TFJ0,US92817TFJ07,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"Jul 30, 2015","Jul 30, 2015"
FRISCO TEX INDPT SCH DIST,Municipals,Fixed Income,"74,000.01",0.03,"74,000.01","65,000.00",35880CXB5,US35880CXB52,-,111.96,United States,-,USD,2.45,0.41,1.0,"Aug 15, 2024",5.0,2.45,-,0.41,2.45,0.41,USD,"May 15, 2017","May 15, 2017"
OKLAHOMA ST CAPITOL IMPT AUTH,Municipals,Fixed Income,"73,985.07",0.03,"73,985.07","65,000.00",679088GW8,US679088GW85,-,111.32,United States,-,USD,2.33,0.44,1.0,"Jul 01, 2024",5.0,2.33,-,0.44,2.33,0.44,USD,"Nov 08, 2018","Nov 08, 2018"
KLEIN TEX INDPT SCH DIST,Municipals,Fixed Income,"73,946.29",0.03,"73,946.29","65,000.00",498531JS2,US498531JS29,-,111.68,United States,-,USD,2.42,0.45,1.0,"Aug 01, 2024",5.0,2.41,-,0.45,2.41,0.45,USD,"Feb 01, 2017","Feb 01, 2017"
CALIFORNIA ST PUB WKS BRD LEAS,Government Related,Fixed Income,"73,843.17",0.03,"73,843.17","65,000.00",13068LSU0,US13068LSU07,-,113.19,United States,-,USD,2.75,0.44,1.0,"Dec 01, 2024",5.0,2.75,-,0.44,2.75,0.44,USD,"Nov 18, 2014","Nov 18, 2014"
ILLINOIS ST,Government Related,Fixed Income,"73,473.45",0.03,"73,473.45","65,000.00",4521522G5,US4521522G59,-,111.79,United States,-,USD,2.58,0.67,1.0,"Oct 01, 2024",5.0,2.58,-,0.67,2.58,0.67,USD,"Sep 05, 2018","Sep 05, 2018"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"72,558.40",0.03,"72,558.40","65,000.00",167593SJ2,US167593SJ25,-,109.13,United States,-,USD,1.89,0.41,1.0,"Jan 01, 2024",5.0,1.89,-,0.41,1.89,0.41,USD,"Oct 15, 2015","Oct 15, 2015"
PENNSYLVANIA ST,Government Related,Fixed Income,"72,542.60",0.03,"72,542.60","65,000.00",70914PG97,US70914PG978,-,109.3,United States,-,USD,1.93,0.42,1.0,"Jan 15, 2024",5.0,1.92,-,0.42,1.92,0.42,USD,"Dec 16, 2016","Dec 16, 2016"
CLARK CNTY NEV,Government Related,Fixed Income,"72,463.91",0.03,"72,463.91","65,000.00",180848SL8,US180848SL84,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Mar 22, 2017","Mar 22, 2017"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"72,087.36",0.03,"72,087.36","65,000.00",13077CV50,US13077CV500,-,110.24,United States,-,USD,2.7,0.36,1.0,"Nov 01, 2024",4.0,2.69,-,0.36,2.69,0.36,USD,"Aug 05, 2015","Aug 05, 2015"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"70,869.98",0.03,"70,869.98","65,000.00",64986DAH8,US64986DAH89,-,108.85,United States,-,USD,2.37,0.37,1.0,"Jun 15, 2024",4.0,2.36,-,0.37,2.36,0.37,USD,"Jun 29, 2016","Jun 29, 2016"
MASSACHUSETTS ST,Government Related,Fixed Income,"68,452.82",0.03,"68,452.82","60,000.00",57582RES1,US57582RES13,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Jul 16, 2015","Jul 16, 2015"
NEW JERSEY ST EDUCTNL FACS AUTH RE,Corporates,Fixed Income,"68,452.82",0.03,"68,452.82","60,000.00",646066N30,US646066N308,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Apr 04, 2017","Apr 04, 2017"
BALTIMORE CNTY MD,Government Related,Fixed Income,"68,406.15",0.03,"68,406.15","60,000.00",05914FXP0,US05914FXP07,-,111.93,United States,-,USD,2.42,0.36,1.0,"Aug 01, 2024",5.0,2.42,-,0.36,2.42,0.36,USD,"Jun 30, 2015","Jun 30, 2015"
WISCONSIN ST TRANSN REV,Government Related,Fixed Income,"68,389.20",0.03,"68,389.20","60,000.00",977123Q27,US977123Q275,-,111.48,United States,-,USD,2.33,0.38,1.0,"Jul 01, 2024",5.0,2.33,-,0.38,2.33,0.38,USD,"May 31, 2017","May 31, 2017"
PFLUGERVILLE TEX,Municipals,Fixed Income,"68,274.54",0.03,"68,274.54","60,000.00",717087YW4,US717087YW41,-,111.71,United States,-,USD,2.42,0.44,1.0,"Aug 01, 2024",5.0,2.41,-,0.44,2.41,0.44,USD,"Jul 15, 2016","Jul 15, 2016"
PASCO CNTY FLA SCH BRD CTFS PA,Municipals,Fixed Income,"68,044.99",0.03,"68,044.99","60,000.00",702528JL5,US702528JL59,-,111.32,United States,-,USD,2.42,0.58,1.0,"Aug 01, 2024",5.0,2.41,-,0.58,2.41,0.58,USD,"Mar 31, 2015","Mar 31, 2015"
ONONDAGA CNTY N Y,Municipals,Fixed Income,"66,921.34",0.03,"66,921.34","60,000.00",68277DBC7,US68277DBC74,-,110.7,United States,-,USD,2.22,0.39,1.0,"May 01, 2024",5.0,2.22,-,0.39,2.22,0.39,USD,"Oct 05, 2017","Oct 05, 2017"
WISCONSIN ST CLEAN WTR REV,Government Related,Fixed Income,"66,874.43",0.03,"66,874.43","60,000.00",977092XC4,US977092XC49,-,111.04,United States,-,USD,2.31,0.4,1.0,"Jun 01, 2024",5.0,2.3,-,0.4,2.3,0.4,USD,"Apr 12, 2016","Apr 12, 2016"
SAN ANTONIO TEX WTR REV,Government Related,Fixed Income,"66,831.34",0.03,"66,831.34","60,000.00",79642B7D9,US79642B7D93,-,110.75,United States,-,USD,2.26,0.44,1.0,"May 15, 2024",5.0,2.26,-,0.44,2.26,0.44,USD,"Feb 28, 2017","Jan 01, 2017"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"65,346.23",0.03,"65,346.23","60,000.00",207758B44,US207758B447,-,108.24,United States,-,USD,2.24,0.44,1.0,"May 01, 2024",4.0,2.24,-,0.44,2.24,0.44,USD,"May 12, 2021","May 12, 2021"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"63,029.59",0.02,"63,029.59","55,000.00",6459165E3,US6459165E39,-,112.77,United States,-,USD,2.49,0.66,1.0,"Sep 01, 2024",5.5,2.48,-,0.66,2.48,0.66,USD,"May 23, 2005","May 23, 2005"
CLARK CNTY NEV HWY IMPT REV,Government Related,Fixed Income,"62,660.97",0.02,"62,660.97","55,000.00",181000PQ7,US181000PQ76,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Jun 13, 2017","Jun 13, 2017"
AUSTIN TEX INDPT SCH DIST,Government Related,Fixed Income,"62,645.28",0.02,"62,645.28","55,000.00",052430HY4,US052430HY46,-,111.82,United States,-,USD,2.42,0.4,1.0,"Aug 01, 2024",5.0,2.41,-,0.4,2.41,0.4,USD,"Aug 28, 2014","Aug 28, 2014"
OKLAHOMA ST CAP IMPT AUTH ST A,Municipals,Fixed Income,"62,602.75",0.02,"62,602.75","55,000.00",679086EJ3,US679086EJ37,-,111.32,United States,-,USD,2.33,0.44,1.0,"Jul 01, 2024",5.0,2.33,-,0.44,2.33,0.44,USD,"Sep 16, 2015","Sep 16, 2015"
CHARLESTON CNTY S C,Government Related,Fixed Income,"62,616.59",0.02,"62,616.59","55,000.00",160069ZM5,US160069ZM54,-,113.02,United States,-,USD,2.67,0.38,1.0,"Nov 01, 2024",5.0,2.66,-,0.38,2.66,0.38,USD,"Nov 30, 2017","Nov 30, 2017"
KING CNTY WASH,Government Related,Fixed Income,"62,585.47",0.02,"62,585.47","55,000.00",49474FJB7,US49474FJB76,-,113.38,United States,-,USD,2.75,0.38,1.0,"Dec 01, 2024",5.0,2.75,-,0.38,2.75,0.38,USD,"Jul 30, 2014","Jul 30, 2014"
CALIFORNIA ST DEPT WTR RES CEN,Government Related,Fixed Income,"62,568.33",0.02,"62,568.33","55,000.00",13067WCN0,US13067WCN02,-,113.34,United States,-,USD,2.75,0.39,1.0,"Dec 01, 2024",5.0,2.75,-,0.39,2.75,0.39,USD,"May 24, 2016","May 24, 2016"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"62,516.87",0.02,"62,516.87","55,000.00",92818L3M2,US92818L3M29,-,112.83,United States,-,USD,2.67,0.44,1.0,"Nov 01, 2024",5.0,2.66,-,0.44,2.66,0.44,USD,"May 25, 2016","May 25, 2016"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"62,125.03",0.02,"62,125.03","55,000.00",59259Y4U0,US59259Y4U03,-,112.32,United States,-,USD,2.7,0.66,1.0,"Nov 15, 2024",5.0,2.7,-,0.66,2.7,0.66,USD,"Mar 19, 2015","Mar 19, 2015"
JOHNSON CNTY KANS WTR DIST NO,Municipals,Fixed Income,"61,395.57",0.02,"61,395.57","55,000.00",4787546N9,US4787546N91,-,109.13,United States,-,USD,1.89,0.41,1.0,"Jan 01, 2024",5.0,1.89,-,0.41,1.89,0.41,USD,"Feb 11, 2014","Feb 11, 2014"
CALIFORNIA ST,Government Related,Fixed Income,"60,947.86",0.02,"60,947.86","55,000.00",13063DAP3,US13063DAP33,-,110.15,United States,-,USD,2.7,0.39,1.0,"Nov 01, 2024",4.0,2.69,-,0.39,2.69,0.39,USD,"Sep 12, 2017","Sep 12, 2017"
DISTRICT COLUMBIA,Government Related,Fixed Income,"60,021.91",0.02,"60,021.91","55,000.00",25476FRF7,US25476FRF70,-,108.8,United States,-,USD,2.33,0.34,1.0,"Jun 01, 2024",4.0,2.32,-,0.34,2.32,0.34,USD,"Jun 23, 2016","Jun 23, 2016"
WASHINGTON ST,Government Related,Fixed Income,"58,943.44",0.02,"58,943.44","60,000.00",93974BYB2,US93974BYB25,-,98.24,United States,-,USD,2.92,0.61,1.0,"Dec 01, 2024",0.0,2.9,-,0.61,2.9,0.61,USD,"Feb 06, 2007","Feb 06, 2007"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"57,030.76",0.02,"57,030.76","50,000.00",5444954C5,US5444954C54,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Apr 19, 2018","Apr 19, 2018"
ARLINGTON CNTY VA,Government Related,Fixed Income,"57,006.69",0.02,"57,006.69","50,000.00",041431QE0,US041431QE09,-,112.12,United States,-,USD,2.46,0.35,1.0,"Aug 15, 2024",5.0,2.45,-,0.35,2.45,0.35,USD,"May 04, 2016","May 04, 2016"
CLARK CNTY NEV SALES & EXCISE,Government Related,Fixed Income,"56,991.00",0.02,"56,991.00","50,000.00",181012BV6,US181012BV63,-,111.48,United States,-,USD,2.33,0.38,1.0,"Jul 01, 2024",5.0,2.33,-,0.38,2.33,0.38,USD,"Nov 09, 2016","Nov 09, 2016"
HENRICO CNTY VA,Municipals,Fixed Income,"56,991.40",0.02,"56,991.40","50,000.00",426056R33,US426056R330,-,111.9,United States,-,USD,2.42,0.37,1.0,"Aug 01, 2024",5.0,2.41,-,0.37,2.41,0.37,USD,"Oct 09, 2019","Oct 09, 2019"
PLANO TX,Government Related,Fixed Income,"56,964.61",0.02,"56,964.61","50,000.00",727177PZ4,US727177PZ49,-,112.26,United States,-,USD,2.51,0.37,1.0,"Sep 01, 2024",5.0,2.5,-,0.37,2.5,0.37,USD,"Jun 16, 2015","May 01, 2015"
OMAHA NEB,Government Related,Fixed Income,"56,932.99",0.02,"56,932.99","50,000.00",681712M36,US681712M362,-,113.23,United States,-,USD,2.71,0.37,1.0,"Nov 15, 2024",5.0,2.7,-,0.37,2.7,0.37,USD,"Nov 10, 2014","Nov 10, 2014"
LOUISIANA ST,Government Related,Fixed Income,"56,950.26",0.02,"56,950.26","50,000.00",546415T59,US546415T594,-,111.82,United States,-,USD,2.42,0.4,1.0,"Aug 01, 2024",5.0,2.41,-,0.4,2.41,0.4,USD,"Nov 25, 2014","Nov 25, 2014"
NEW YORK N Y,Government Related,Fixed Income,"56,936.55",0.02,"56,936.55","50,000.00",64966MET2,US64966MET27,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"Aug 18, 2016","Aug 18, 2016"
NEW HAMPSHIRE MUN BD BK,Municipals,Fixed Income,"56,950.94",0.02,"56,950.94","50,000.00",64465P4J4,US64465P4J44,-,112.01,United States,-,USD,2.45,0.39,1.0,"Aug 15, 2024",5.0,2.45,-,0.39,2.45,0.39,USD,"Jun 13, 2018","Jun 13, 2018"
INDIANA ST FIN AUTH WASTEWATER,Government Related,Fixed Income,"56,922.51",0.02,"56,922.51","50,000.00",45505MCV6,US45505MCV63,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Jul 16, 2014","Jul 16, 2014"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"56,909.14",0.02,"56,909.14","50,000.00",64971WFW5,US64971WFW55,-,111.73,United States,-,USD,2.42,0.43,1.0,"Aug 01, 2024",5.0,2.41,-,0.43,2.41,0.43,USD,"Aug 01, 2014","Aug 01, 2014"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"56,922.06",0.02,"56,922.06","50,000.00",92778WBF2,US92778WBF23,-,112.18,United States,-,USD,2.51,0.4,1.0,"Sep 01, 2024",5.0,2.5,-,0.4,2.5,0.4,USD,"Nov 13, 2014","Nov 13, 2014"
MONTGOMERY CNTY MD,Government Related,Fixed Income,"56,924.18",0.02,"56,924.18","50,000.00",6133404C9,US6133404C90,-,113.02,United States,-,USD,2.67,0.38,1.0,"Nov 01, 2024",5.0,2.66,-,0.38,2.66,0.38,USD,"Nov 19, 2014","Nov 19, 2014"
MISSISSIPPI ST,Government Related,Fixed Income,"56,907.89",0.02,"56,907.89","50,000.00",605581MS3,US605581MS31,-,112.15,United States,-,USD,2.51,0.41,1.0,"Sep 01, 2024",5.0,2.5,-,0.41,2.5,0.41,USD,"Aug 06, 2020","Aug 06, 2020"
PORTLAND ORE SWR SYS REV,Government Related,Fixed Income,"56,893.22",0.02,"56,893.22","50,000.00",736742VD6,US736742VD69,-,112.54,United States,-,USD,2.58,0.41,1.0,"Oct 01, 2024",5.0,2.58,-,0.41,2.58,0.41,USD,"Aug 14, 2014","Aug 14, 2014"
ORANGE CNTY FLA SCH BRD CTFS P,Government Related,Fixed Income,"56,868.08",0.02,"56,868.08","50,000.00",684517QN8,US684517QN85,-,111.65,United States,-,USD,2.42,0.46,1.0,"Aug 01, 2024",5.0,2.41,-,0.46,2.41,0.46,USD,"Feb 25, 2015","Feb 25, 2015"
CLARK CNTY NEV FOR ISSUES DTD,Government Related,Fixed Income,"56,848.61",0.02,"56,848.61","50,000.00",180848PS6,US180848PS64,-,112.86,United States,-,USD,2.67,0.43,1.0,"Nov 01, 2024",5.0,2.66,-,0.43,2.66,0.43,USD,"Mar 31, 2015","Mar 31, 2015"
NEW HAMPSHIRE HEALTH & ED FACS,Corporates,Fixed Income,"56,858.72",0.02,"56,858.72","50,000.00",6446142M0,US6446142M00,-,111.22,United States,-,USD,2.33,0.48,1.0,"Jul 01, 2024",5.0,2.33,-,0.48,2.33,0.48,USD,"May 13, 2015","May 13, 2015"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"56,740.24",0.02,"56,740.24","50,000.00",709224ZE2,US709224ZE27,-,113.06,United States,-,USD,2.75,0.48,1.0,"Dec 01, 2024",5.0,2.75,-,0.48,2.75,0.48,USD,"Oct 11, 2017","Oct 11, 2017"
WAYNE CNTY MICH ARPT AUTH REV,Government Related,Fixed Income,"56,740.24",0.02,"56,740.24","50,000.00",944514XX1,US944514XX10,-,113.06,United States,-,USD,2.75,0.48,1.0,"Dec 01, 2024",5.0,2.75,-,0.48,2.75,0.48,USD,"Oct 12, 2017","Oct 12, 2017"
HILLSBOROUGH CNTY FLA CMNTY IN,Government Related,Fixed Income,"56,547.58",0.02,"56,547.58","50,000.00",43231YGJ9,US43231YGJ91,-,112.26,United States,-,USD,2.67,0.63,1.0,"Nov 01, 2024",5.0,2.66,-,0.63,2.66,0.63,USD,"Jul 24, 2018","Jul 24, 2018"
ILLINOIS ST,Government Related,Fixed Income,"56,417.53",0.02,"56,417.53","50,000.00",452152S36,US452152S365,-,112.42,United States,-,USD,2.75,0.69,1.0,"Dec 01, 2024",5.0,2.74,-,0.69,2.74,0.69,USD,"Dec 13, 2017","Dec 13, 2017"
NORTH TEX MUN WTR DIST UPPER E,Municipals,Fixed Income,"56,283.91",0.02,"56,283.91","50,000.00",662842KQ5,US662842KQ56,-,112.11,United States,-,USD,2.3,0.46,1.0,"Jun 01, 2024",5.5,2.29,-,0.46,2.29,0.46,USD,"Mar 15, 2015","Mar 15, 2015"
HOWARD CNTY MD,Municipals,Fixed Income,"55,887.02",0.02,"55,887.02","50,000.00",44256PGG2,US44256PGG28,-,109.89,United States,-,USD,2.01,0.32,1.0,"Feb 15, 2024",5.0,2.01,-,0.32,2.01,0.32,USD,"Apr 25, 2017","Apr 25, 2017"
SAN ANTONIO TEX FOR ISSUES D,Government Related,Fixed Income,"55,875.73",0.02,"55,875.73","50,000.00",796237W76,US796237W767,-,109.67,United States,-,USD,1.97,0.34,1.0,"Feb 01, 2024",5.0,1.97,-,0.34,1.97,0.34,USD,"Aug 25, 2015","Jul 01, 2015"
UNIVERSITY MICH UNIV REVS,Government Related,Fixed Income,"55,840.95",0.02,"55,840.95","50,000.00",914455RH5,US914455RH53,-,110.43,United States,-,USD,2.14,0.34,1.0,"Apr 01, 2024",5.0,2.13,-,0.34,2.13,0.34,USD,"Feb 06, 2018","Feb 06, 2018"
METROPOLITAN COUNCIL MINN MINN,Government Related,Fixed Income,"55,818.48",0.02,"55,818.48","50,000.00",591852ZS0,US591852ZS06,-,109.97,United States,-,USD,2.05,0.38,1.0,"Mar 01, 2024",5.0,2.05,-,0.38,2.05,0.38,USD,"Jun 23, 2016","Jun 23, 2016"
LAS VEGAS VY NEV WTR DIST,Government Related,Fixed Income,"55,831.92",0.02,"55,831.92","50,000.00",517845CE1,US517845CE12,-,109.58,United States,-,USD,1.97,0.38,1.0,"Feb 01, 2024",5.0,1.97,-,0.38,1.97,0.38,USD,"Mar 14, 2017","Mar 14, 2017"
OMAHA PUB PWR DIST NEB ELEC RE,Government Related,Fixed Income,"55,788.16",0.02,"55,788.16","50,000.00",682001BU5,US682001BU56,-,109.49,United States,-,USD,1.97,0.42,1.0,"Feb 01, 2024",5.0,1.97,-,0.42,1.97,0.42,USD,"Aug 26, 2014","Aug 26, 2014"
SAN ANTONIO TEX ELEC & GAS REV,Government Related,Fixed Income,"55,788.16",0.02,"55,788.16","50,000.00",79625GCZ4,US79625GCZ46,-,109.49,United States,-,USD,1.97,0.42,1.0,"Feb 01, 2024",5.0,1.97,-,0.42,1.97,0.42,USD,"Jul 28, 2016","Jul 01, 2016"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"55,805.44",0.02,"55,805.44","50,000.00",882854L75,US882854L759,-,110.56,United States,-,USD,2.18,0.36,1.0,"Apr 15, 2024",5.0,2.17,-,0.36,2.17,0.36,USD,"Oct 11, 2018","Oct 11, 2018"
