,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2028 Term Muni Bond ETF
PROVO UTAH,Municipals,Fixed Income,"127,515.79",0.16,"127,515.79","100,000.00",744142HR4,US744142HR46,-,125.43,United States,-,USD,6.09,1.63,1.0,"Feb 01, 2030",5.0,6.75,-,1.0,5.68,1.0,USD,"Feb 06, 2019","Feb 06, 2019"
ROUND ROCK TEX INDPT SCH DIST,Government Related,Fixed Income,"127,484.74",0.16,"127,484.74","100,000.00",779240NE6,US779240NE65,-,125.4,United States,-,USD,6.71,2.28,1.0,"Aug 01, 2032",5.0,8.39,-,1.0,5.68,1.0,USD,"Apr 25, 2019","Apr 01, 2019"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"127,334.25",0.16,"127,334.25","100,000.00",64972HT93,US64972HT933,-,125.03,United States,-,USD,6.67,2.31,1.0,"Jul 15, 2032",5.0,8.34,-,1.03,5.63,1.03,USD,"Jul 26, 2018","Jul 26, 2018"
SALT RIV PROJ AGRIC IMPT & PWR,Government Related,Fixed Income,"126,841.57",0.16,"126,841.57","100,000.00",79574CCN1,US79574CCN11,-,124.34,United States,-,USD,5.51,1.34,1.0,"Jan 01, 2029",5.0,5.96,-,0.83,5.22,0.83,USD,"Nov 21, 2017","Nov 21, 2017"
LOS ANGELES CALIF UNI SCH DIST,Government Related,Fixed Income,"126,717.55",0.16,"126,717.55","100,000.00",5446467M8,US5446467M81,-,124.22,United States,-,USD,5.37,1.13,1.0,"Jul 01, 2028",5.0,5.59,-,0.85,5.22,0.85,USD,"Mar 08, 2018","Mar 08, 2018"
MASSACHUSETTS ST,Government Related,Fixed Income,"126,691.79",0.16,"126,691.79","100,000.00",57582RYB6,US57582RYB67,-,125.86,United States,-,USD,5.55,0.8,1.0,"May 01, 2028",5.0,5.55,-,0.8,5.55,0.8,USD,"Jun 12, 2019","Jun 12, 2019"
FAIRFAX CNTY VA,Government Related,Fixed Income,"126,618.07",0.16,"126,618.07","100,000.00",30382AGJ5,US30382AGJ51,-,125.37,United States,-,USD,6.14,1.85,1.0,"Oct 01, 2030",5.0,7.25,-,0.83,5.47,0.83,USD,"Jan 24, 2018","Jan 24, 2018"
MAINE ST,Government Related,Fixed Income,"126,475.52",0.16,"126,475.52","100,000.00",56052AA89,US56052AA897,-,126.06,United States,-,USD,5.63,0.82,1.0,"Jun 01, 2028",5.0,5.64,-,0.82,5.64,0.82,USD,"Jul 31, 2018","Jul 31, 2018"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"126,418.19",0.16,"126,418.19","100,000.00",882854N32,US882854N326,-,125.36,United States,-,USD,5.51,0.85,1.0,"Apr 15, 2028",5.0,5.51,-,0.85,5.51,0.85,USD,"Oct 11, 2018","Oct 11, 2018"
HAMILTON CNTY TENN,Municipals,Fixed Income,"126,388.19",0.16,"126,388.19","100,000.00",4073246P2,US4073246P22,-,125.14,United States,-,USD,5.76,1.35,1.0,"Apr 01, 2029",5.0,6.2,-,0.86,5.47,0.86,USD,"Mar 29, 2018","Mar 29, 2018"
NEW YORK N Y,Government Related,Fixed Income,"126,387.14",0.16,"126,387.14","100,000.00",64966MA90,US64966MA901,-,124.3,United States,-,USD,5.71,1.59,1.0,"Aug 01, 2029",5.0,6.39,-,0.89,5.3,0.89,USD,"Apr 19, 2018","Jul 14, 2003"
ILLINOIS ST TOLL HWY AUTH TOLL,Government Related,Fixed Income,"126,264.05",0.16,"126,264.05","100,000.00",452252NU9,US452252NU98,-,123.76,United States,-,USD,5.22,0.92,1.0,"Jan 01, 2028",5.0,5.22,-,0.92,5.22,0.92,USD,"Nov 14, 2019","Nov 14, 2019"
NEW MEXICO FIN AUTH REV,Corporates,Fixed Income,"126,190.02",0.16,"126,190.02","100,000.00",64711N8D0,US64711N8D06,-,125.97,United States,-,USD,5.67,0.86,1.0,"Jun 15, 2028",5.0,5.67,-,0.86,5.67,0.86,USD,"Jun 27, 2019","Jun 27, 2019"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"126,132.87",0.16,"126,132.87","100,000.00",882854G89,US882854G890,-,125.08,United States,-,USD,5.65,1.15,1.0,"Oct 15, 2028",5.0,5.88,-,0.89,5.51,0.89,USD,"May 09, 2018","May 09, 2018"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"126,130.91",0.16,"126,130.91","100,000.00",13068L3V5,US13068L3V59,-,125.3,United States,-,USD,5.55,0.88,1.0,"May 01, 2028",5.0,5.55,-,0.88,5.55,0.88,USD,"Oct 01, 2019","Oct 01, 2019"
TRINITY RIVER AUTH TEX REGL WA,Government Related,Fixed Income,"126,118.95",0.16,"126,118.95","100,000.00",89658HWC0,US89658HWC05,-,124.04,United States,-,USD,6.71,2.41,1.0,"Aug 01, 2032",5.0,8.37,-,1.19,5.67,1.19,USD,"Sep 12, 2018","Aug 15, 2018"
LOS ANGELES CALIF UNI SCH DIST,Government Related,Fixed Income,"125,991.82",0.16,"125,991.82","100,000.00",5446466P2,US5446466P22,-,123.49,United States,-,USD,6.34,2.45,1.0,"Jul 01, 2032",5.0,8.28,-,0.96,5.22,0.96,USD,"Mar 08, 2018","Mar 08, 2018"
WAKE CNTY N C,Government Related,Fixed Income,"125,923.46",0.16,"125,923.46","100,000.00",930864AN3,US930864AN30,-,124.26,United States,-,USD,6.2,2.08,1.0,"Mar 01, 2031",5.0,7.49,-,0.94,5.38,0.94,USD,"Mar 08, 2018","Mar 08, 2018"
LOS ANGELES CNTY CALIF MET TRA,Government Related,Fixed Income,"125,866.31",0.16,"125,866.31","100,000.00",54466HEQ5,US54466HEQ56,-,123.37,United States,-,USD,5.12,1.25,1.0,"Jul 01, 2028",5.0,5.59,-,0.67,4.84,0.67,USD,"Feb 08, 2017","Feb 08, 2017"
UNIVERSITY CALIF REVS,Government Related,Fixed Income,"125,764.89",0.16,"125,764.89","100,000.00",91412HCM3,US91412HCM34,-,125.13,United States,-,USD,6.13,1.76,1.0,"May 15, 2030",5.0,7.02,-,0.93,5.59,0.93,USD,"Jun 05, 2018","Jun 05, 2018"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"125,661.78",0.16,"125,661.78","100,000.00",882854H62,US882854H625,-,124.61,United States,-,USD,6.43,2.19,1.0,"Oct 15, 2031",5.0,7.94,-,0.96,5.5,0.96,USD,"May 09, 2018","May 09, 2018"
LOS ANGELES CALIF WASTEWATER S,Government Related,Fixed Income,"125,648.90",0.16,"125,648.90","100,000.00",53945CJQ4,US53945CJQ42,-,125.23,United States,-,USD,6.67,2.27,1.0,"Jun 01, 2032",5.0,8.39,-,0.94,5.63,0.94,USD,"Nov 15, 2018","Nov 15, 2018"
NEW YORK N Y,Government Related,Fixed Income,"125,635.01",0.16,"125,635.01","100,000.00",64966MTY5,US64966MTY56,-,123.55,United States,-,USD,6.23,2.25,1.0,"Aug 01, 2031",5.0,7.73,-,1.0,5.3,1.0,USD,"Dec 20, 2017","Dec 20, 2017"
DELAWARE ST,Government Related,Fixed Income,"125,566.87",0.16,"125,566.87","100,000.00",246381MQ7,US246381MQ79,-,123.48,United States,-,USD,6.34,2.37,1.0,"Feb 01, 2032",5.0,8.05,-,1.01,5.29,1.01,USD,"Feb 21, 2018","Feb 21, 2018"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"125,484.00",0.16,"125,484.00","100,000.00",64971XCJ5,US64971XCJ54,-,123.4,United States,-,USD,5.21,1.28,1.0,"Aug 01, 2028",5.0,5.66,-,0.72,4.92,0.72,USD,"Oct 26, 2017","Oct 26, 2017"
UNIV OF COLORADO CO ENTERPRISE REV,Government Related,Fixed Income,"125,338.69",0.16,"125,338.69","100,000.00",91417KX55,US91417KX551,-,124.92,United States,-,USD,6.18,1.8,1.0,"Jun 01, 2030",5.0,7.07,-,0.98,5.63,0.98,USD,"Dec 12, 2017","Dec 12, 2017"
PHILADELPHIA PA WTR & WASTEWTR,Government Related,Fixed Income,"125,137.79",0.16,"125,137.79","100,000.00",717893E64,US717893E647,-,124.3,United States,-,USD,5.46,1.27,1.0,"Nov 01, 2028",5.0,5.91,-,0.74,5.16,0.74,USD,"Aug 10, 2017","Aug 10, 2017"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"125,084.34",0.16,"125,084.34","100,000.00",6500356M5,US6500356M54,-,123.61,United States,-,USD,5.18,1.06,1.0,"Mar 15, 2028",5.0,5.41,-,0.76,5.04,0.76,USD,"Dec 21, 2017","Dec 21, 2017"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"125,014.10",0.16,"125,014.10","100,000.00",60412ALD3,US60412ALD36,-,123.76,United States,-,USD,5.37,1.31,1.0,"Oct 01, 2028",5.0,5.83,-,0.77,5.08,0.77,USD,"Oct 11, 2017","Oct 11, 2017"
ATLANTA GA WTR & WASTE WTR REV,Government Related,Fixed Income,"124,301.93",0.16,"124,301.93","100,000.00",047870QZ6,US047870QZ66,-,123.47,United States,-,USD,5.46,1.39,1.0,"Nov 01, 2028",5.0,5.91,-,0.87,5.16,0.87,USD,"Oct 30, 2018","Oct 30, 2018"
GUILFORD CNTY N C,Municipals,Fixed Income,"123,216.07",0.16,"123,216.07","100,000.00",401784G56,US401784G560,-,122.38,United States,-,USD,5.06,1.31,1.0,"May 01, 2028",5.0,5.53,-,0.71,4.77,0.71,USD,"Apr 19, 2017","Apr 19, 2017"
CONNECTICUT ST REVOLVING FD GE,Government Related,Fixed Income,"123,040.30",0.16,"123,040.30","100,000.00",20775YDG8,US20775YDG89,-,122.21,United States,-,USD,5.06,1.33,1.0,"May 01, 2028",5.0,5.53,-,0.74,4.76,0.74,USD,"Jun 15, 2017","Jun 15, 2017"
NEW YORK CITY NY MUNI WTR FIN AUTH,Government Related,Fixed Income,"122,893.85",0.16,"122,893.85","100,000.00",64972GPK4,US64972GPK49,-,122.67,United States,-,USD,5.18,1.32,1.0,"Jun 15, 2028",5.0,5.65,-,0.75,4.89,0.75,USD,"Oct 12, 2017","Oct 12, 2017"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"122,627.30",0.16,"122,627.30","100,000.00",88213AKX2,US88213AKX27,-,121.99,United States,-,USD,5.09,1.38,1.0,"May 15, 2028",5.0,5.56,-,0.81,4.8,0.81,USD,"Dec 20, 2017","Dec 20, 2017"
METROPOLITAN WTR DIST SOUTHN C,Government Related,Fixed Income,"122,499.57",0.16,"122,499.57","95,000.00",59266TPU9,US59266TPU96,-,126.45,United States,-,USD,6.26,1.8,1.0,"Jan 01, 2031",5.0,7.36,-,0.81,5.61,0.81,USD,"Dec 20, 2018","Dec 20, 2018"
CHESTER CNTY PA,Municipals,Fixed Income,"122,461.35",0.16,"122,461.35","105,000.00",165573G75,US165573G753,-,114.79,United States,-,USD,4.81,1.61,1.0,"Jul 15, 2028",4.0,5.74,-,0.69,4.14,0.69,USD,"Aug 04, 2016","Aug 04, 2016"
FLORIDA ST BRD ED LOTTERY REV,Government Related,Fixed Income,"122,317.95",0.16,"122,317.95","95,000.00",341507S36,US341507S365,-,126.26,United States,-,USD,5.61,0.84,1.0,"Jul 01, 2028",5.0,5.61,-,0.84,5.61,0.84,USD,"Dec 07, 2017","Dec 07, 2017"
AUSTIN TEX INDPT SCH DIST,Government Related,Fixed Income,"122,160.47",0.16,"122,160.47","100,000.00",052430PJ8,US052430PJ86,-,120.08,United States,-,USD,4.63,1.76,1.0,"Aug 01, 2028",5.0,5.64,-,0.56,4.12,0.56,USD,"Jun 21, 2017","Jun 21, 2017"
PORT SEATTLE WASH REV,Government Related,Fixed Income,"122,049.81",0.16,"122,049.81","100,000.00",735389YM4,US735389YM40,-,121.22,United States,-,USD,5.06,1.48,1.0,"May 01, 2028",5.0,5.52,-,0.91,4.76,0.91,USD,"Aug 22, 2017","Aug 22, 2017"
MIAMI-DADE CNTY FLA,Government Related,Fixed Income,"121,770.38",0.16,"121,770.38","100,000.00",59333FTP5,US59333FTP52,-,119.27,United States,-,USD,4.54,1.84,1.0,"Jul 01, 2028",5.0,5.55,-,0.65,4.03,0.65,USD,"Jun 02, 2016","Jun 01, 2015"
HONOLULU HAWAII CITY & CNTY WA,Government Related,Fixed Income,"121,740.34",0.16,"121,740.34","100,000.00",438701S47,US438701S475,-,119.74,United States,-,USD,5.74,0.87,1.0,"Jul 01, 2028",4.0,5.74,-,0.87,5.74,0.87,USD,"Nov 06, 2019","Nov 06, 2019"
SAN ANTONIO TX ELEC & GAS REVENUE,Government Related,Fixed Income,"121,410.41",0.16,"121,410.41","100,000.00",7962535V0,US7962535V09,-,119.33,United States,-,USD,4.52,1.65,1.0,"Feb 01, 2028",5.0,5.26,-,0.71,4.11,0.71,USD,"Jul 28, 2016","Jul 01, 2016"
MASSACHUSETTS ST WTR RES AUTH,Government Related,Fixed Income,"121,336.77",0.16,"121,336.77","100,000.00",576051PD2,US576051PD21,-,119.25,United States,-,USD,4.63,1.88,1.0,"Aug 01, 2028",5.0,5.63,-,0.72,4.11,0.72,USD,"May 12, 2016","May 12, 2016"
PHOENIX ARIZ CIVIC IMPT CORP W,Government Related,Fixed Income,"121,330.50",0.16,"121,330.50","100,000.00",71883PKL0,US71883PKL03,-,118.83,United States,-,USD,4.54,1.91,1.0,"Jul 01, 2028",5.0,5.55,-,0.74,4.03,0.74,USD,"Nov 16, 2016","Nov 16, 2016"
FAIRFIELD-SUISUN CALIF UNI SCH,Municipals,Fixed Income,"121,307.91",0.16,"121,307.91","100,000.00",304747JB5,US304747JB51,-,119.64,United States,-,USD,6.75,1.76,1.0,"Aug 01, 2031",4.0,8.03,-,0.92,5.82,0.92,USD,"Mar 05, 2020","Mar 05, 2020"
INDIANA FIN AUTH HWY REV,Government Related,Fixed Income,"121,193.89",0.16,"121,193.89","100,000.00",45470RCV6,US45470RCV69,-,120.78,United States,-,USD,4.86,1.58,1.0,"Jun 01, 2028",5.0,5.6,-,0.69,4.44,0.69,USD,"Sep 02, 2016","Sep 02, 2016"
MIAMI-DADE CNTY FLA WTR & SWR,Government Related,Fixed Income,"120,956.83",0.16,"120,956.83","95,000.00",59334DKU7,US59334DKU71,-,126.07,United States,-,USD,6.38,1.77,1.0,"Oct 01, 2030",5.0,7.26,-,1.0,5.85,1.0,USD,"Jan 31, 2019","Jan 31, 2019"
CENTRAL PUGET SOUND WASH REGL,Government Related,Fixed Income,"120,737.96",0.16,"120,737.96","100,000.00",155048DA6,US155048DA68,-,119.9,United States,-,USD,4.9,1.88,1.0,"Nov 01, 2028",5.0,5.88,-,0.79,4.36,0.79,USD,"Dec 19, 2016","Dec 19, 2016"
ILLINOIS ST,Government Related,Fixed Income,"120,377.29",0.16,"120,377.29","100,000.00",452152G96,US452152G964,-,118.29,United States,-,USD,4.81,1.81,1.0,"Feb 01, 2028",5.0,5.25,-,1.27,4.49,1.27,USD,"Nov 02, 2016","Nov 02, 2016"
CONNECTICUT ST,Government Related,Fixed Income,"119,813.27",0.15,"119,813.27","100,000.00",20772KLS6,US20772KLS68,-,117.97,United States,-,USD,5.38,0.93,1.0,"Jan 15, 2028",4.0,5.37,-,0.93,5.37,0.93,USD,"Jan 06, 2021","Jan 06, 2021"
CLARKSVILLE TENN WTR SWR & GAS,Municipals,Fixed Income,"119,620.95",0.15,"119,620.95","100,000.00",182618LK2,US182618LK29,-,117.54,United States,-,USD,4.21,1.93,1.0,"Feb 01, 2028",5.0,5.25,-,0.64,3.7,0.64,USD,"Jun 29, 2016","Jun 29, 2016"
MINNESOTA PUB FACS AUTH ST REV,Government Related,Fixed Income,"119,600.22",0.15,"119,600.22","100,000.00",604115CK9,US604115CK96,-,117.93,United States,-,USD,4.29,1.9,1.0,"Mar 01, 2028",5.0,5.33,-,0.63,3.78,0.63,USD,"Mar 03, 2016","Mar 03, 2016"
PORTLAND ORE SWR SYS REV,Government Related,Fixed Income,"119,248.74",0.15,"119,248.74","100,000.00",736742ZG5,US736742ZG54,-,118.42,United States,-,USD,4.46,1.9,1.0,"May 01, 2028",5.0,5.5,-,0.68,3.95,0.68,USD,"May 03, 2018","May 03, 2018"
STATE OF NEVADA HIGHWAY IMPROVEMEN,Government Related,Fixed Income,"118,946.60",0.15,"118,946.60","100,000.00",641480JA7,US641480JA74,-,118.53,United States,-,USD,4.68,2.11,1.0,"Dec 01, 2028",5.0,5.94,-,0.73,4.03,0.73,USD,"Mar 09, 2016","Mar 09, 2016"
AMERICAN MUN PWR OHIO INC REV,Government Related,Fixed Income,"118,675.13",0.15,"118,675.13","100,000.00",02765UKA1,US02765UKA15,-,116.79,United States,-,USD,4.26,2.07,1.0,"Feb 15, 2028",5.0,5.28,-,0.85,3.73,0.85,USD,"May 11, 2016","May 11, 2016"
UNIVERSITY COLO ENTERPRISE SYS,Government Related,Fixed Income,"118,673.30",0.15,"118,673.30","95,000.00",91417KX63,US91417KX635,-,124.5,United States,-,USD,6.45,2.12,1.0,"Jun 01, 2031",5.0,7.74,-,1.04,5.62,1.04,USD,"Dec 12, 2017","Dec 12, 2017"
NEW JERSEY ST TRANSN TR FD AUT,Government Related,Fixed Income,"117,712.00",0.15,"117,712.00","100,000.00",6461362C4,US6461362C46,BYMPXS9,117.49,United States,-,USD,4.61,2.09,1.0,"Jun 15, 2028",5.0,5.61,-,0.98,4.06,0.98,USD,"Nov 02, 2016","Nov 02, 2016"
UTAH ST,Government Related,Fixed Income,"116,140.16",0.15,"116,140.16","90,000.00",917542XC1,US917542XC17,-,126.54,United States,-,USD,5.61,0.8,1.0,"Jul 01, 2028",5.0,5.61,-,0.8,5.61,0.8,USD,"May 27, 2020","May 27, 2020"
KLEIN TEX INDPT SCH DIST,Municipals,Fixed Income,"116,004.78",0.15,"116,004.78","95,000.00",498531JW3,US498531JW31,-,120.03,United States,-,USD,4.63,1.76,1.0,"Aug 01, 2028",5.0,5.64,-,0.57,4.11,0.57,USD,"Feb 01, 2017","Feb 01, 2017"
MARYLAND ST,Government Related,Fixed Income,"115,053.20",0.15,"115,053.20","90,000.00",574193QT8,US574193QT83,-,125.75,United States,-,USD,6.22,1.75,1.0,"Aug 01, 2030",5.0,7.09,-,0.95,5.68,0.95,USD,"Aug 15, 2018","Aug 15, 2018"
CALIFORNIA ST PUB WKS BRD LEAS,Municipals,Fixed Income,"114,914.94",0.15,"114,914.94","90,000.00",13068L2Q7,US13068L2Q73,-,126.85,United States,-,USD,5.93,0.93,1.0,"Nov 01, 2028",5.0,5.93,-,0.93,5.93,0.93,USD,"Oct 16, 2018","Oct 16, 2018"
ALVIN TEX INDPT SCH DIST,Municipals,Fixed Income,"113,542.59",0.15,"113,542.59","95,000.00",022447G59,US022447G597,-,117.63,United States,-,USD,4.25,1.93,1.0,"Feb 15, 2028",5.0,5.29,-,0.66,3.74,0.66,USD,"Aug 15, 2016","Aug 15, 2016"
NORTH TEX MUN WTR DIST TEX REG,Municipals,Fixed Income,"113,135.69",0.15,"113,135.69","95,000.00",662835VT1,US662835VT18,-,118.67,United States,-,USD,4.55,1.9,1.0,"Jun 01, 2028",5.0,5.58,-,0.7,4.03,0.7,USD,"Sep 28, 2016","Aug 15, 2016"
ALABAMA FED AID HWY FIN AUTH S,Government Related,Fixed Income,"112,920.82",0.15,"112,920.82","90,000.00",010268BN9,US010268BN99,-,123.8,United States,-,USD,5.0,0.71,1.0,"Sep 01, 2027",5.0,5.0,-,0.71,5.0,0.71,USD,"Jun 29, 2017","Jun 29, 2017"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"112,512.69",0.15,"112,512.69","90,000.00",60412ALZ4,US60412ALZ48,-,123.76,United States,-,USD,5.37,1.31,1.0,"Oct 01, 2028",5.0,5.83,-,0.77,5.08,0.77,USD,"Oct 11, 2017","Oct 11, 2017"
ALDINE TEX INDPT SCH DIST,Municipals,Fixed Income,"110,663.10",0.14,"110,663.10","90,000.00",014393XD9,US014393XD95,-,121.07,United States,-,USD,4.85,1.4,1.0,"Feb 15, 2028",5.0,5.31,-,0.79,4.55,0.79,USD,"Jul 15, 2017","Jul 15, 2017"
POWAY CALIF UNI SCH DIST,Municipals,Fixed Income,"110,453.52",0.14,"110,453.52","120,000.00",738850QL3,US738850QL37,-,92.04,United States,-,USD,6.56,1.26,1.0,"Aug 01, 2028",0.0,6.5,-,1.26,6.5,1.26,USD,"Jan 27, 2009","Jan 27, 2009"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"110,311.68",0.14,"110,311.68","90,000.00",592030G95,US592030G955,-,121.93,United States,-,USD,5.09,1.39,1.0,"May 15, 2028",5.0,5.56,-,0.82,4.8,0.82,USD,"Jun 14, 2017","Jun 14, 2017"
WASHINGTON ST,Government Related,Fixed Income,"109,448.90",0.14,"109,448.90","90,000.00",93974DZN1,US93974DZN10,-,119.53,United States,-,USD,4.63,1.84,1.0,"Aug 01, 2028",5.0,5.63,-,0.67,4.11,0.67,USD,"Sep 20, 2016","Sep 20, 2016"
DENVER COLO CITY & CNTY SCH DI,Government Related,Fixed Income,"108,886.33",0.14,"108,886.33","90,000.00",249174VG5,US249174VG59,-,120.57,United States,-,USD,4.99,1.82,1.0,"Dec 01, 2028",5.0,5.96,-,0.73,4.44,0.73,USD,"Jan 25, 2017","Jan 25, 2017"
NEW YORK N Y,Government Related,Fixed Income,"108,755.87",0.14,"108,755.87","85,000.00",64966MQ77,US64966MQ774,-,125.86,United States,-,USD,5.68,0.94,1.0,"Aug 01, 2028",5.0,5.68,-,0.94,5.68,0.94,USD,"Mar 19, 2019","Mar 19, 2019"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"108,498.78",0.14,"108,498.78","85,000.00",882854P30,US882854P305,-,126.59,United States,-,USD,6.55,1.87,1.0,"Apr 15, 2031",5.0,7.64,-,0.95,5.89,0.95,USD,"Oct 11, 2018","Oct 11, 2018"
VIRGINIA COMWLTH TRANSN BRD,Government Related,Fixed Income,"108,293.27",0.14,"108,293.27","85,000.00",927790JG1,US927790JG19,-,125.93,United States,-,USD,6.73,2.16,1.0,"Mar 15, 2032",5.0,8.2,-,0.99,5.8,0.99,USD,"Dec 05, 2018","Dec 05, 2018"
MICHIGAN ST UNIV REVS,Government Related,Fixed Income,"107,359.62",0.14,"107,359.62","85,000.00",594712UP4,US594712UP40,-,124.42,United States,-,USD,5.34,0.89,1.0,"Feb 15, 2028",5.0,5.34,-,0.89,5.34,0.89,USD,"Feb 21, 2019","Feb 21, 2019"
SAN ANTONIO TEX,Government Related,Fixed Income,"106,905.10",0.14,"106,905.10","85,000.00",7962375X9,US7962375X91,-,123.69,United States,-,USD,5.21,1.24,1.0,"Aug 01, 2028",5.0,5.67,-,0.67,4.92,0.67,USD,"Aug 31, 2017","Aug 01, 2017"
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"105,711.10",0.14,"105,711.10","85,000.00",880558JH5,US880558JH52,-,123.53,United States,-,USD,5.46,1.38,1.0,"Nov 01, 2028",5.0,5.91,-,0.86,5.16,0.86,USD,"Sep 21, 2017","Sep 21, 2017"
DISTRICT COLUMBIA,Government Related,Fixed Income,"103,202.70",0.13,"103,202.70","85,000.00",25476FSS8,US25476FSS82,-,121.0,United States,-,USD,4.86,1.55,1.0,"Jun 01, 2028",5.0,5.6,-,0.65,4.44,0.65,USD,"Dec 20, 2016","Dec 20, 2016"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"102,974.57",0.13,"102,974.57","80,000.00",544525XZ6,US544525XZ62,-,126.22,United States,-,USD,6.4,1.96,1.0,"Jul 01, 2031",5.0,7.69,-,0.85,5.61,0.85,USD,"Nov 29, 2018","Nov 29, 2018"
VIRGINIA ST PUB BLDG AUTH PUB,Government Related,Fixed Income,"102,649.58",0.13,"102,649.58","80,000.00",9281726D2,US9281726D29,-,126.23,United States,-,USD,5.68,0.89,1.0,"Aug 01, 2028",5.0,5.69,-,0.89,5.69,0.89,USD,"Apr 23, 2020","Apr 23, 2020"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"102,510.67",0.13,"102,510.67","80,000.00",92818MWV8,US92818MWV89,-,127.31,United States,-,USD,5.93,0.87,1.0,"Nov 01, 2028",5.0,5.94,-,0.87,5.94,0.87,USD,"May 23, 2018","May 23, 2018"
NEW YORK N Y,Government Related,Fixed Income,"102,097.53",0.13,"102,097.53","80,000.00",64966QEZ9,US64966QEZ90,-,126.37,United States,-,USD,5.85,0.96,1.0,"Oct 01, 2028",5.0,5.85,-,0.96,5.85,0.96,USD,"Oct 22, 2019","Oct 22, 2019"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"100,943.38",0.13,"100,943.38","80,000.00",93974D3K2,US93974D3K28,-,124.1,United States,-,USD,6.12,2.08,1.0,"Feb 01, 2031",5.0,7.41,-,0.92,5.3,0.92,USD,"Mar 21, 2018","Mar 21, 2018"
COLORADO ST BRD GOVERNORS UNIV,Municipals,Fixed Income,"100,635.92",0.13,"100,635.92","80,000.00",196707XF5,US196707XF57,-,124.13,United States,-,USD,5.67,1.44,1.0,"Mar 01, 2029",5.0,6.11,-,0.96,5.38,0.96,USD,"Dec 20, 2017","Dec 20, 2017"
NEW YORK ST DORM AUTH SALES TA,Government Related,Fixed Income,"100,583.64",0.13,"100,583.64","80,000.00",64990AJV8,US64990AJV89,-,124.26,United States,-,USD,6.23,2.09,1.0,"Mar 15, 2031",5.0,7.53,-,0.96,5.42,0.96,USD,"Jul 19, 2018","Jul 19, 2018"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"99,551.07",0.13,"99,551.07","80,000.00",13068LT96,US13068LT967,-,123.19,United States,-,USD,5.37,1.39,1.0,"Oct 01, 2028",5.0,5.82,-,0.86,5.08,0.86,USD,"Nov 07, 2017","Nov 07, 2017"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"98,858.74",0.13,"98,858.74","85,000.00",592112RA6,US592112RA67,-,114.3,United States,-,USD,4.62,1.5,1.0,"Jan 01, 2028",4.0,5.31,-,0.76,4.1,0.76,USD,"Jun 01, 2016","Jun 01, 2016"
MINNEAPOLIS & ST PAUL MINN MET,Government Related,Fixed Income,"98,083.38",0.13,"98,083.38","80,000.00",603827WT9,US603827WT94,-,120.1,United States,-,USD,4.73,1.48,1.0,"Jan 01, 2028",5.0,5.19,-,0.88,4.43,0.88,USD,"Oct 04, 2016","Oct 04, 2016"
GRAND PRAIRIE TEX INDPT SCH DI,Government Related,Fixed Income,"96,963.56",0.13,"96,963.56","80,000.00",386155FX8,US386155FX85,-,119.32,United States,-,USD,4.56,1.67,1.0,"Feb 15, 2028",5.0,5.3,-,0.74,4.15,0.74,USD,"Oct 15, 2016","Oct 15, 2016"
PURDUE UNIV IND UNIV REVS,Municipals,Fixed Income,"96,675.06",0.12,"96,675.06","75,000.00",746189ZB8,US746189ZB82,-,126.4,United States,-,USD,5.61,0.82,1.0,"Jul 01, 2028",5.0,5.61,-,0.82,5.61,0.82,USD,"May 27, 2020","May 27, 2020"
MAINE MUN BD BK,Government Related,Fixed Income,"96,669.78",0.12,"96,669.78","80,000.00",56045RF38,US56045RF381,-,119.17,United States,-,USD,4.72,1.92,1.0,"Sep 01, 2028",5.0,5.71,-,0.81,4.19,0.81,USD,"Nov 08, 2018","Nov 08, 2018"
FLORIDA ST TPK AUTH TPK REV,Government Related,Fixed Income,"96,350.72",0.12,"96,350.72","75,000.00",343137EM3,US343137EM34,-,125.97,United States,-,USD,5.61,0.88,1.0,"Jul 01, 2028",5.0,5.61,-,0.88,5.61,0.88,USD,"Feb 21, 2019","Feb 21, 2019"
