,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2027 Term Muni Bond ETF
WASHINGTON D C MET AREA TRAN A,Corporates,Fixed Income,"124,342.31",0.17,"124,342.31","100,000.00",938782ER6,US938782ER67,-,121.84,United States,-,USD,5.38,1.86,1.0,"Jul 01, 2029",5.0,6.29,-,0.92,4.83,0.92,USD,"Jul 12, 2017","Jul 12, 2017"
ATLANTA GA WTR & WASTE WTR REV,Government Related,Fixed Income,"124,301.93",0.17,"124,301.93","100,000.00",047870QZ6,US047870QZ66,-,123.47,United States,-,USD,5.46,1.39,1.0,"Nov 01, 2028",5.0,5.91,-,0.87,5.16,0.87,USD,"Oct 30, 2018","Oct 30, 2018"
MASSACHUSETTS ST TRANSN FD REV,Government Related,Fixed Income,"124,162.26",0.17,"124,162.26","100,000.00",57604TEX0,US57604TEX00,-,123.75,United States,-,USD,5.94,1.93,1.0,"Jun 01, 2030",5.0,7.05,-,0.87,5.24,0.87,USD,"Nov 16, 2017","Nov 16, 2017"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"124,127.01",0.17,"124,127.01","100,000.00",60412ALG6,US60412ALG66,-,122.88,United States,-,USD,6.12,2.36,1.0,"Oct 01, 2031",5.0,7.88,-,0.91,5.07,0.91,USD,"Oct 11, 2017","Oct 11, 2017"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"123,797.99",0.17,"123,797.99","100,000.00",709224ZH5,US709224ZH57,-,123.38,United States,-,USD,5.24,0.93,1.0,"Dec 01, 2027",5.0,5.24,-,0.93,5.24,0.93,USD,"Oct 11, 2017","Oct 11, 2017"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"123,701.07",0.17,"123,701.07","100,000.00",709224ZK8,US709224ZK86,-,123.28,United States,-,USD,5.8,1.83,1.0,"Dec 01, 2029",5.0,6.7,-,0.94,5.24,0.94,USD,"Oct 11, 2017","Oct 11, 2017"
NEW YORK ST DORM AUTH SALES TA,Government Related,Fixed Income,"123,681.14",0.17,"123,681.14","100,000.00",64990AMC6,US64990AMC61,-,122.21,United States,-,USD,4.64,0.65,1.0,"Mar 15, 2027",5.0,4.64,-,0.65,4.64,0.65,USD,"Oct 12, 2018","Oct 12, 2018"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"123,681.14",0.17,"123,681.14","100,000.00",64990FMK7,US64990FMK74,-,122.21,United States,-,USD,4.64,0.65,1.0,"Mar 15, 2027",5.0,4.64,-,0.65,4.64,0.65,USD,"Dec 21, 2018","Dec 21, 2018"
LOS ANGELES CNTY CALIF MET TRA,Government Related,Fixed Income,"123,678.21",0.17,"123,678.21","100,000.00",54466HJJ6,US54466HJJ68,-,123.26,United States,-,USD,4.85,0.63,1.0,"Jun 01, 2027",5.0,4.85,-,0.63,4.85,0.63,USD,"Aug 27, 2020","Aug 27, 2020"
VIRGINIA ST PUB SCH AUTH SCH F,Government Related,Fixed Income,"123,631.14",0.17,"123,631.14","100,000.00",92818HUY5,US92818HUY51,-,122.91,United States,-,USD,4.97,0.8,1.0,"Aug 01, 2027",5.0,4.97,-,0.8,4.97,0.8,USD,"Nov 09, 2021","Nov 09, 2021"
GUILFORD CNTY N C,Municipals,Fixed Income,"123,628.75",0.17,"123,628.75","100,000.00",401784G49,US401784G495,-,122.8,United States,-,USD,4.77,0.64,1.0,"May 01, 2027",5.0,4.77,-,0.64,4.77,0.64,USD,"Apr 19, 2017","Apr 19, 2017"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"123,615.76",0.17,"123,615.76","100,000.00",93974DE61,US93974DE612,-,121.53,United States,-,USD,4.52,0.68,1.0,"Feb 01, 2027",5.0,4.52,-,0.68,4.52,0.68,USD,"Jan 24, 2017","Jan 24, 2017"
CLARKSVILLE TENN WTR SWR & GAS,Municipals,Fixed Income,"123,574.10",0.17,"123,574.10","100,000.00",182618NZ7,US182618NZ79,-,121.53,United States,-,USD,4.52,0.68,1.0,"Feb 01, 2027",5.0,4.52,-,0.68,4.52,0.68,USD,"Aug 04, 2021","Aug 04, 2021"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"123,566.57",0.17,"123,566.57","100,000.00",650036BN5,US650036BN51,-,122.09,United States,-,USD,4.64,0.67,1.0,"Mar 15, 2027",5.0,4.64,-,0.67,4.64,0.67,USD,"Jul 23, 2020","Jul 23, 2020"
SHELBY CNTY TENN,Government Related,Fixed Income,"123,467.72",0.17,"123,467.72","100,000.00",821686S45,US821686S457,-,122.22,United States,-,USD,4.68,0.68,1.0,"Apr 01, 2027",5.0,4.68,-,0.68,4.68,0.68,USD,"Jun 21, 2017","Jun 21, 2017"
ARLINGTON CNTY VA,Government Related,Fixed Income,"123,314.45",0.17,"123,314.45","100,000.00",041431TK3,US041431TK32,-,123.09,United States,-,USD,4.89,0.68,1.0,"Jun 15, 2027",5.0,4.89,-,0.68,4.89,0.68,USD,"Jun 19, 2019","Jun 19, 2019"
DISTRICT COLUMBIA,Government Related,Fixed Income,"123,259.52",0.17,"123,259.52","100,000.00",25476FUX4,US25476FUX40,-,122.84,United States,-,USD,4.85,0.7,1.0,"Jun 01, 2027",5.0,4.85,-,0.7,4.85,0.7,USD,"Dec 21, 2017","Dec 21, 2017"
COLORADO ST BLDG EXCELLENT SCH,Municipals,Fixed Income,"123,250.91",0.17,"123,250.91","100,000.00",19668QJA4,US19668QJA40,-,121.78,United States,-,USD,4.64,0.73,1.0,"Mar 15, 2027",5.0,4.64,-,0.73,4.64,0.73,USD,"Dec 07, 2017","Dec 07, 2017"
GUILFORD CNTY N C,Municipals,Fixed Income,"123,216.07",0.17,"123,216.07","100,000.00",401784G56,US401784G560,-,122.38,United States,-,USD,5.06,1.31,1.0,"May 01, 2028",5.0,5.53,-,0.71,4.77,0.71,USD,"Apr 19, 2017","Apr 19, 2017"
WASHOE CNTY NEV SCH DIST,Government Related,Fixed Income,"123,179.38",0.17,"123,179.38","100,000.00",940859AH4,US940859AH42,-,121.93,United States,-,USD,4.68,0.73,1.0,"Apr 01, 2027",5.0,4.68,-,0.73,4.68,0.73,USD,"Apr 05, 2017","Apr 05, 2017"
MARYLAND ST,Government Related,Fixed Income,"123,116.14",0.17,"123,116.14","100,000.00",574193NK0,US574193NK02,-,121.64,United States,-,USD,4.92,1.35,1.0,"Mar 15, 2028",5.0,5.4,-,0.75,4.64,0.75,USD,"Mar 22, 2017","Mar 22, 2017"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"123,079.81",0.17,"123,079.81","100,000.00",6500353R7,US6500353R78,-,121.61,United States,-,USD,4.93,1.36,1.0,"Mar 15, 2028",5.0,5.4,-,0.76,4.64,0.76,USD,"Mar 23, 2017","Mar 23, 2017"
HUNTSVILLE ALA,Municipals,Fixed Income,"123,073.15",0.17,"123,073.15","100,000.00",447025E60,US447025E601,-,122.24,United States,-,USD,4.91,1.06,1.0,"Nov 01, 2027",5.0,5.15,-,0.74,4.76,0.74,USD,"Sep 07, 2017","Sep 07, 2017"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"123,041.69",0.17,"123,041.69","100,000.00",13077DAP7,US13077DAP78,-,122.21,United States,-,USD,5.71,2.22,1.0,"Nov 01, 2030",5.0,7.3,-,0.74,4.76,0.74,USD,"Mar 09, 2017","Mar 09, 2017"
MEMPHIS TENN,Government Related,Fixed Income,"123,041.69",0.17,"123,041.69","100,000.00",586145V68,US586145V685,-,122.21,United States,-,USD,4.77,0.74,1.0,"May 01, 2027",5.0,4.76,-,0.74,4.76,0.74,USD,"Apr 29, 2020","Apr 29, 2020"
PLANO TEX,Government Related,Fixed Income,"122,742.97",0.17,"122,742.97","100,000.00",727177TB3,US727177TB35,-,121.08,United States,-,USD,5.73,2.53,1.0,"Sep 01, 2031",5.0,7.78,-,0.82,4.6,0.82,USD,"Mar 21, 2017","Feb 01, 2017"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"122,738.46",0.17,"122,738.46","100,000.00",6500353S5,US6500353S51,-,121.27,United States,-,USD,5.19,1.84,1.0,"Mar 15, 2029",5.0,6.12,-,0.82,4.63,0.82,USD,"Mar 23, 2017","Mar 23, 2017"
SAN ANTONIO TEX WTR REV,Government Related,Fixed Income,"122,681.13",0.17,"122,681.13","100,000.00",79642GHB1,US79642GHB14,-,122.04,United States,-,USD,4.8,0.8,1.0,"May 15, 2027",5.0,4.8,-,0.8,4.8,0.8,USD,"Feb 19, 2020","Jan 01, 2020"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"122,627.30",0.17,"122,627.30","100,000.00",88213AJF3,US88213AJF30,-,121.99,United States,-,USD,5.09,1.38,1.0,"May 15, 2028",5.0,5.56,-,0.81,4.8,0.81,USD,"Jun 21, 2017","Jun 21, 2017"
UNIVERSITY NORTH TEX UNIV REV,Municipals,Fixed Income,"122,617.01",0.17,"122,617.01","100,000.00",914729RU4,US914729RU49,-,121.56,United States,-,USD,5.54,2.15,1.0,"Apr 15, 2030",5.0,6.91,-,0.83,4.72,0.83,USD,"Jan 31, 2017","Jan 01, 2017"
BALTIMORE MD REV,Government Related,Fixed Income,"122,515.28",0.17,"122,515.28","100,000.00",059231J92,US059231J926,-,120.02,United States,-,USD,5.56,2.61,1.0,"Jul 01, 2031",5.0,7.61,-,0.9,4.43,0.9,USD,"Feb 09, 2017","Feb 09, 2017"
FLORIDA ST BRD ED LOTTERY REV,Government Related,Fixed Income,"122,212.17",0.17,"122,212.17","100,000.00",341507P70,US341507P700,-,119.71,United States,-,USD,4.29,1.28,1.0,"Jul 01, 2027",5.0,4.81,-,0.56,4.03,0.56,USD,"Jun 23, 2016","Jun 23, 2016"
FLORIDA ST DEPT ENVIRONMENTAL,Government Related,Fixed Income,"122,015.58",0.17,"122,015.58","100,000.00",34160WZL1,US34160WZL17,-,119.52,United States,-,USD,4.29,1.31,1.0,"Jul 01, 2027",5.0,4.81,-,0.6,4.03,0.6,USD,"Sep 29, 2016","Sep 29, 2016"
CHICAGO ILL TRAN AUTH CAP GRNT,Government Related,Fixed Income,"121,895.47",0.17,"121,895.47","100,000.00",167723HC2,US167723HC28,-,121.48,United States,-,USD,4.84,0.93,1.0,"Jun 01, 2027",5.0,4.84,-,0.93,4.84,0.93,USD,"Jun 10, 2021","Jun 10, 2021"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"121,657.18",0.17,"121,657.18","100,000.00",64990E2Z9,US64990E2Z96,-,119.77,United States,-,USD,4.28,1.03,1.0,"Feb 15, 2027",5.0,4.54,-,0.65,4.15,0.65,USD,"Sep 16, 2016","Sep 16, 2016"
HAWAII ST,Government Related,Fixed Income,"121,640.85",0.17,"121,640.85","100,000.00",419792KA3,US419792KA34,-,120.39,United States,-,USD,4.57,1.31,1.0,"Oct 01, 2027",5.0,5.06,-,0.64,4.28,0.64,USD,"Apr 14, 2016","Apr 14, 2016"
MARYLAND ST DEPT TRANSN CNTY T,Government Related,Fixed Income,"121,319.64",0.17,"121,319.64","100,000.00",574203PA7,US574203PA75,-,120.9,United States,-,USD,4.74,1.32,1.0,"Dec 01, 2027",5.0,5.22,-,0.67,4.44,0.67,USD,"Dec 13, 2018","Dec 13, 2018"
ILLINOIS ST,Government Related,Fixed Income,"121,211.53",0.17,"121,211.53","100,000.00",452152Q20,US452152Q203,-,120.38,United States,-,USD,5.45,1.82,1.0,"Nov 01, 2028",5.0,5.88,-,1.35,5.14,1.35,USD,"Nov 08, 2017","Nov 08, 2017"
UNIVERSITY OKLA REVS,Government Related,Fixed Income,"120,894.25",0.17,"120,894.25","100,000.00",91476PRF7,US91476PRF70,-,118.39,United States,-,USD,4.31,1.5,1.0,"Jul 01, 2027",5.0,4.8,-,0.83,4.03,0.83,USD,"Dec 13, 2016","Dec 13, 2016"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"119,763.75",0.17,"119,763.75","100,000.00",64986DAL9,US64986DAL91,-,119.54,United States,-,USD,4.33,1.28,1.0,"Jun 15, 2027",5.0,4.86,-,0.55,4.07,0.55,USD,"Jun 29, 2016","Jun 29, 2016"
NORTH TEX TWY AUTH REV,Government Related,Fixed Income,"119,458.36",0.17,"119,458.36","100,000.00",66285WUX2,US66285WUX28,-,116.96,United States,-,USD,3.87,1.47,1.0,"Jan 01, 2027",5.0,4.41,-,0.69,3.62,0.69,USD,"Nov 01, 2017","Nov 01, 2017"
PORTLAND ORE SWR SYS REV,Government Related,Fixed Income,"119,326.51",0.17,"119,326.51","100,000.00",736742XX0,US736742XX06,-,119.1,United States,-,USD,4.34,1.36,1.0,"Jun 15, 2027",5.0,4.86,-,0.64,4.07,0.64,USD,"Sep 07, 2016","Sep 07, 2016"
SAN FRANCISCO CALIF CITY & CNT,Government Related,Fixed Income,"119,265.53",0.17,"119,265.53","100,000.00",79766DGT0,US79766DGT00,-,118.43,United States,-,USD,4.21,1.4,1.0,"May 01, 2027",5.0,4.74,-,0.68,3.95,0.68,USD,"Sep 29, 2016","Sep 29, 2016"
BLOUNT CNTY TENN,Municipals,Fixed Income,"119,243.42",0.17,"119,243.42","100,000.00",095167SZ6,US095167SZ65,-,118.83,United States,-,USD,4.3,1.38,1.0,"Jun 01, 2027",5.0,4.82,-,0.67,4.03,0.67,USD,"Dec 01, 2016","Dec 01, 2016"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"118,690.93",0.17,"118,690.93","95,000.00",882854G71,US882854G718,-,123.88,United States,-,USD,5.12,0.77,1.0,"Oct 15, 2027",5.0,5.12,-,0.77,5.12,0.77,USD,"May 09, 2018","May 09, 2018"
PHILADELPHIA PA,Government Related,Fixed Income,"117,540.40",0.16,"117,540.40","100,000.00",717813SC4,US717813SC44,-,115.46,United States,-,USD,3.76,2.06,1.0,"Aug 01, 2027",5.0,4.86,-,0.63,3.28,0.63,USD,"Sep 30, 2015","Sep 30, 2015"
TEMPLE TEX INDPT SCH DIST,Municipals,Fixed Income,"117,530.58",0.16,"117,530.58","100,000.00",880081PM0,US880081PM04,-,115.86,United States,-,USD,4.96,1.28,1.0,"Feb 01, 2028",4.0,5.4,-,0.81,4.6,0.81,USD,"Dec 20, 2017","Dec 20, 2017"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"117,468.05",0.16,"117,468.05","100,000.00",438670Y62,US438670Y629,-,116.22,United States,-,USD,3.94,2.0,1.0,"Oct 01, 2027",5.0,5.02,-,0.62,3.44,0.62,USD,"Apr 02, 2015","Apr 02, 2015"
CONNECTICUT ST,Government Related,Fixed Income,"117,297.97",0.16,"117,297.97","100,000.00",20772JN65,US20772JN657,-,116.66,United States,-,USD,4.07,1.98,1.0,"Nov 15, 2027",5.0,5.15,-,0.64,3.57,0.64,USD,"Dec 01, 2015","Dec 01, 2015"
ILLINOIS ST,Government Related,Fixed Income,"117,294.12",0.16,"117,294.12","100,000.00",452152D40,US452152D409,-,116.88,United States,-,USD,4.32,1.72,1.0,"Jun 01, 2027",5.0,4.81,-,1.08,4.02,1.08,USD,"Jun 29, 2016","Jun 29, 2016"
CONNECTICUT ST,Government Related,Fixed Income,"117,239.02",0.16,"117,239.02","100,000.00",20772KMQ9,US20772KMQ93,-,116.91,United States,-,USD,4.94,0.8,1.0,"Jun 01, 2027",4.0,4.93,-,0.8,4.93,0.8,USD,"Jun 04, 2021","Jun 04, 2021"
CLARK CNTY NEV,Government Related,Fixed Income,"117,009.85",0.16,"117,009.85","100,000.00",180848UG6,US180848UG61,-,116.34,United States,-,USD,6.57,2.15,1.0,"Nov 01, 2031",4.0,8.23,-,1.1,5.25,1.1,USD,"Dec 07, 2017","Dec 07, 2017"
PHOENIX ARIZ CIVIC IMPT CORP W,Government Related,Fixed Income,"115,728.40",0.16,"115,728.40","95,000.00",71883RPB3,US71883RPB32,-,119.32,United States,-,USD,4.3,1.34,1.0,"Jul 01, 2027",5.0,4.81,-,0.64,4.03,0.64,USD,"Jan 10, 2017","Jan 10, 2017"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"115,593.67",0.16,"115,593.67","100,000.00",167593RD6,US167593RD63,-,113.09,United States,-,USD,3.2,2.22,1.0,"Jan 01, 2027",5.0,4.38,-,0.59,2.77,0.59,USD,"Oct 15, 2015","Oct 15, 2015"
OREGON ST DEPT OF ADMIN SVCS LOTTE,Government Related,Fixed Income,"115,403.42",0.16,"115,403.42","100,000.00",68607VN84,US68607VN844,-,114.15,United States,-,USD,3.47,2.14,1.0,"Apr 01, 2027",5.0,4.63,-,0.6,3.02,0.6,USD,"Jan 28, 2015","Jan 28, 2015"
LEWISVILLE TEX INDPT SCH DIST,Government Related,Fixed Income,"113,587.96",0.16,"113,587.96","100,000.00",5288287J9,US5288287J98,-,112.08,United States,-,USD,3.96,1.74,1.0,"Aug 15, 2027",4.0,5.02,-,0.62,3.37,0.62,USD,"May 15, 2016","May 15, 2016"
CLARK CNTY NEV HWY IMPT REV,Government Related,Fixed Income,"112,191.81",0.16,"112,191.81","90,000.00",181000PT1,US181000PT16,-,122.16,United States,-,USD,4.83,0.87,1.0,"Jul 01, 2027",5.0,4.83,-,0.87,4.83,0.87,USD,"Jun 13, 2017","Jun 13, 2017"
MISSOURI ST BRD PUB BLDGS SPL,Government Related,Fixed Income,"112,051.75",0.16,"112,051.75","90,000.00",606341MD4,US606341MD45,-,123.25,United States,-,USD,5.08,0.85,1.0,"Oct 01, 2027",5.0,5.08,-,0.85,5.08,0.85,USD,"Aug 25, 2020","Aug 25, 2020"
KANSAS ST DEPT TRANSN HWY REV,Government Related,Fixed Income,"111,790.30",0.16,"111,790.30","95,000.00",485424QH1,US485424QH12,-,116.01,United States,-,USD,3.85,2.0,1.0,"Sep 01, 2027",5.0,4.94,-,0.58,3.36,0.58,USD,"Dec 10, 2015","Dec 10, 2015"
COLUMBUS OHIO,Government Related,Fixed Income,"111,120.95",0.16,"111,120.95","90,000.00",199492VX4,US199492VX43,-,122.22,United States,-,USD,4.68,0.68,1.0,"Apr 01, 2027",5.0,4.68,-,0.68,4.68,0.68,USD,"Oct 17, 2018","Oct 17, 2018"
LINCOLN NEB ELEC SYS REV,Government Related,Fixed Income,"110,705.49",0.15,"110,705.49","90,000.00",534272F79,US534272F790,-,121.34,United States,-,USD,4.75,1.1,1.0,"Sep 01, 2027",5.0,4.98,-,0.78,4.6,0.78,USD,"Sep 01, 2016","Sep 01, 2016"
NEVADA ST,Government Related,Fixed Income,"109,534.37",0.15,"109,534.37","95,000.00",641461S82,US641461S826,-,114.05,United States,-,USD,3.48,2.15,1.0,"Apr 01, 2027",5.0,4.63,-,0.63,3.01,0.63,USD,"Nov 04, 2015","Nov 04, 2015"
FLORIDA ST DEPT GEN SVCS DIV F,Municipals,Fixed Income,"109,340.81",0.15,"109,340.81","100,000.00",341602G20,US341602G203,-,108.34,United States,-,USD,6.83,2.04,1.0,"Sep 01, 2031",3.0,8.36,-,1.46,5.19,1.46,USD,"Aug 24, 2017","Aug 24, 2017"
WISCONSIN ST TRANSN REV,Government Related,Fixed Income,"106,728.40",0.15,"106,728.40","85,000.00",977123Q50,US977123Q507,-,123.06,United States,-,USD,4.83,0.72,1.0,"Jul 01, 2027",5.0,4.84,-,0.72,4.84,0.72,USD,"May 31, 2017","May 31, 2017"
MISSISSIPPI ST,Government Related,Fixed Income,"106,194.86",0.15,"106,194.86","90,000.00",605581FR3,US605581FR31,-,116.74,United States,-,USD,3.45,0.49,1.0,"Oct 01, 2025",5.0,3.45,-,0.49,3.45,0.49,USD,"Feb 18, 2015","Feb 18, 2015"
PALM BEACH CNTY FLA SCH BRD CT,Government Related,Fixed Income,"105,983.15",0.15,"105,983.15","85,000.00",696550C26,US696550C261,-,122.6,United States,-,USD,4.91,0.85,1.0,"Aug 01, 2027",5.0,4.91,-,0.85,4.91,0.85,USD,"Oct 11, 2017","Oct 11, 2017"
SHELBY CNTY TENN,Government Related,Fixed Income,"104,947.56",0.15,"104,947.56","85,000.00",821686U67,US821686U677,-,122.22,United States,-,USD,4.68,0.68,1.0,"Apr 01, 2027",5.0,4.68,-,0.68,4.68,0.68,USD,"Feb 14, 2019","Feb 14, 2019"
CONTRA COSTA CALIF TRANSN AUTH,Government Related,Fixed Income,"104,336.97",0.15,"104,336.97","90,000.00",21221MEE6,US21221MEE66,-,114.26,United States,-,USD,3.37,2.07,1.0,"Mar 01, 2027",5.0,4.55,-,0.46,2.93,0.46,USD,"Oct 15, 2015","Oct 15, 2015"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"104,167.54",0.15,"104,167.54","85,000.00",167593YY2,US167593YY28,-,120.05,United States,-,USD,4.73,1.49,1.0,"Jan 01, 2028",5.0,5.19,-,0.89,4.43,0.89,USD,"Jun 28, 2017","Jun 28, 2017"
SEATTLE WASH DRAIN & WASTEWATE,Municipals,Fixed Income,"101,571.48",0.14,"101,571.48","85,000.00",812631MP1,US812631MP10,-,118.25,United States,-,USD,4.12,1.38,1.0,"Apr 01, 2027",5.0,4.66,-,0.64,3.86,0.64,USD,"Jun 22, 2016","Jun 22, 2016"
MASSACHUSETTS ST,Government Related,Fixed Income,"100,498.76",0.14,"100,498.76","80,000.00",57582RNZ5,US57582RNZ54,-,123.12,United States,-,USD,4.83,0.71,1.0,"Jul 01, 2027",5.0,4.84,-,0.71,4.84,0.71,USD,"Jun 28, 2017","Jun 28, 2017"
MARYLAND ST,Government Related,Fixed Income,"100,485.84",0.14,"100,485.84","80,000.00",574193RQ3,US574193RQ36,-,123.52,United States,-,USD,4.92,0.7,1.0,"Aug 01, 2027",5.0,4.92,-,0.7,4.92,0.7,USD,"Aug 28, 2019","Aug 28, 2019"
UNIVERSITY UTAH UNIV REVS,Corporates,Fixed Income,"100,239.46",0.14,"100,239.46","80,000.00",915183YL5,US915183YL54,-,123.22,United States,-,USD,4.92,0.75,1.0,"Aug 01, 2027",5.0,4.92,-,0.75,4.92,0.75,USD,"Sep 13, 2017","Sep 13, 2017"
CALIFORNIA ST,Government Related,Fixed Income,"99,923.93",0.14,"99,923.93","80,000.00",13063DB72,US13063DB724,-,124.49,United States,-,USD,5.24,0.76,1.0,"Dec 01, 2027",5.0,5.25,-,0.76,5.25,0.76,USD,"Mar 23, 2021","Mar 23, 2021"
LOUISIANA ST,Government Related,Fixed Income,"99,905.10",0.14,"99,905.10","80,000.00",546417BE5,US546417BE51,-,123.63,United States,-,USD,5.08,0.79,1.0,"Oct 01, 2027",5.0,5.08,-,0.79,5.08,0.79,USD,"Sep 20, 2017","Sep 20, 2017"
WEST VIRGINIA ST,Government Related,Fixed Income,"99,819.27",0.14,"99,819.27","80,000.00",956553ZA2,US956553ZA29,-,124.36,United States,-,USD,5.24,0.78,1.0,"Dec 01, 2027",5.0,5.25,-,0.78,5.25,0.78,USD,"Jun 07, 2018","Jun 07, 2018"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"98,944.91",0.14,"98,944.91","80,000.00",64990FKJ2,US64990FKJ20,-,122.21,United States,-,USD,4.64,0.65,1.0,"Mar 15, 2027",5.0,4.64,-,0.65,4.64,0.65,USD,"Jun 28, 2019","Jun 28, 2019"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"98,644.67",0.14,"98,644.67","80,000.00",64577BC85,US64577BC855,-,122.47,United States,-,USD,5.16,1.02,1.0,"Nov 01, 2027",5.0,5.15,-,1.02,5.15,1.02,USD,"Jan 23, 2017","Jan 23, 2017"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"97,599.08",0.14,"97,599.08","85,000.00",88213AGU3,US88213AGU34,-,114.31,United States,-,USD,4.37,1.24,1.0,"May 15, 2027",4.0,4.87,-,0.67,4.05,0.67,USD,"Jul 20, 2016","Jul 20, 2016"
PLANO TEX INDPT SCH DIST,Government Related,Fixed Income,"96,008.07",0.13,"96,008.07","80,000.00",727199XJ5,US727199XJ50,-,118.12,United States,-,USD,3.98,1.33,1.0,"Feb 15, 2027",5.0,4.53,-,0.55,3.74,0.55,USD,"Mar 30, 2016","Feb 15, 2016"
METROPOLITAN ATLANTA RAPID TRA,Government Related,Fixed Income,"95,701.82",0.13,"95,701.82","80,000.00",5917453W2,US5917453W28,-,117.63,United States,-,USD,4.93,0.72,1.0,"Jul 01, 2027",4.0,4.94,-,0.72,4.94,0.72,USD,"Dec 14, 2017","Dec 14, 2017"
SAN MATEO CNTY CALIF CMNTY COL,Municipals,Fixed Income,"95,035.08",0.13,"95,035.08","100,000.00",799038CL6,US799038CL63,-,95.04,United States,-,USD,5.65,0.9,1.0,"Sep 01, 2027",0.0,5.62,-,0.9,5.62,0.9,USD,"Feb 23, 2005","Feb 23, 2005"
SOUTH CAROLINA ST,Government Related,Fixed Income,"94,643.53",0.13,"94,643.53","80,000.00",83710RSK4,US83710RSK40,-,117.3,United States,-,USD,6.29,1.95,1.0,"Apr 01, 2031",4.0,7.81,-,0.9,5.18,0.9,USD,"Aug 24, 2017","Aug 24, 2017"
OMAHA NE PUBLIC PWR DIST ELECREVEN,Government Related,Fixed Income,"94,390.20",0.13,"94,390.20","75,000.00",682001FN7,US682001FN77,-,123.77,United States,-,USD,5.76,1.82,1.0,"Feb 01, 2030",5.0,6.73,-,0.87,5.17,0.87,USD,"Dec 20, 2017","Dec 20, 2017"
KING CNTY WASH,Government Related,Fixed Income,"94,157.66",0.13,"94,157.66","80,000.00",49474FPA2,US49474FPA20,-,117.28,United States,-,USD,4.12,1.9,1.0,"Dec 01, 2027",5.0,5.19,-,0.54,3.61,0.54,USD,"Dec 17, 2015","Dec 17, 2015"
UNIVERSITY TEX UNIV REVS,Government Related,Fixed Income,"94,155.90",0.13,"94,155.90","75,000.00",91514AEM3,US91514AEM36,-,123.65,United States,-,USD,4.95,0.7,1.0,"Aug 15, 2027",5.0,4.96,-,0.7,4.96,0.7,USD,"Aug 22, 2016","Aug 15, 2016"
TENNESSEE ST,Government Related,Fixed Income,"94,031.82",0.13,"94,031.82","75,000.00",880541C88,US880541C886,-,124.54,United States,-,USD,5.16,0.7,1.0,"Nov 01, 2027",5.0,5.17,-,0.7,5.17,0.7,USD,"Jul 13, 2021","Jul 13, 2021"
UNIVERSITY NEB FACS CORP REV,Government Related,Fixed Income,"93,939.41",0.13,"93,939.41","75,000.00",914639JC4,US914639JC40,-,122.95,United States,-,USD,4.87,0.76,1.0,"Jul 15, 2027",5.0,4.87,-,0.76,4.87,0.76,USD,"Oct 19, 2017","Oct 19, 2017"
ROUND ROCK TEX INDPT SCH DIST,Government Related,Fixed Income,"93,928.38",0.13,"93,928.38","75,000.00",779240NP1,US779240NP13,-,123.15,United States,-,USD,4.92,0.76,1.0,"Aug 01, 2027",5.0,4.91,-,0.76,4.91,0.76,USD,"Dec 17, 2019","Dec 01, 2019"
OREGON ST,Government Related,Fixed Income,"93,565.73",0.13,"93,565.73","75,000.00",68609BW60,US68609BW603,-,122.67,United States,-,USD,5.73,2.1,1.0,"Aug 01, 2030",5.0,7.06,-,0.84,4.91,0.84,USD,"May 03, 2017","May 03, 2017"
ATLANTA GA WTR & WASTE WTR REV,Government Related,Fixed Income,"93,276.14",0.13,"93,276.14","75,000.00",047870QF0,US047870QF03,-,123.53,United States,-,USD,5.71,1.77,1.0,"Nov 01, 2029",5.0,6.62,-,0.86,5.16,0.86,USD,"Jul 26, 2018","Jul 26, 2018"
GEORGIA STATE OF,Government Related,Fixed Income,"92,830.28",0.13,"92,830.28","75,000.00",3733846J0,US3733846J08,-,121.27,United States,-,USD,4.57,1.01,1.0,"Jul 01, 2027",5.0,4.82,-,0.67,4.44,0.67,USD,"Nov 17, 2016","Nov 17, 2016"
