iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CHICAGO ILL O HARE INTL ARPT R","Transportation","Fixed Income","369,769.65","0.11","369,769.65","345,000.00","167593QZ8","US167593QZ84","-","104.68","United States","-","USD","0.97","0.31","1.00","Jan 01, 2023","5.00","0.97","-","0.31","0.97","0.31","USD","Oct 15, 2015","Oct 15, 2015"
"MAINE ST","State Tax-Backed","Fixed Income","369,650.20","0.11","369,650.20","345,000.00","56052AYA8","US56052AYA86","-","106.73","United States","-","USD","1.38","0.24","1.00","Jun 01, 2023","5.00","1.38","-","0.24","1.38","0.24","USD","Jun 24, 2014","Jun 24, 2014"
"LOS ANGELES CNTY CALIF MET TRA","Local Tax-Backed","Fixed Income","367,454.93","0.11","367,454.93","335,000.00","54466HCA2","US54466HCA23","-","107.19","United States","-","USD","1.43","0.20","1.00","Jul 01, 2023","5.00","1.43","-","0.20","1.43","0.20","USD","Mar 10, 2016","Mar 10, 2016"
"HARRIS CNTY TEX TOLL RD REV","Transportation","Fixed Income","366,951.02","0.11","366,951.02","335,000.00","41423PAE7","US41423PAE79","-","107.65","United States","-","USD","1.55","0.27","1.00","Aug 15, 2023","5.00","1.55","-","0.27","1.55","0.27","USD","Feb 28, 2018","Feb 28, 2018"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","366,494.49","0.11","366,494.49","335,000.00","13068LG74","US13068LG741","-","108.15","United States","-","USD","1.68","0.32","1.00","Oct 01, 2023","5.00","1.68","-","0.32","1.68","0.32","USD","Apr 20, 2017","Apr 20, 2017"
"PENNSYLVANIA ST TPK COMMN TPK REV","Transportation","Fixed Income","366,171.40","0.11","366,171.40","335,000.00","709223E49","US709223E498","-","108.89","United States","-","USD","1.85","0.34","1.00","Dec 01, 2023","5.00","1.85","-","0.34","1.85","0.34","USD","Apr 28, 2011","Apr 28, 2011"
"OREGON ST BUSINESS DEV COMMN R","Corporate Muni","Fixed Income","364,055.12","0.10","364,055.12","350,000.00","68609AAC3","US68609AAC36","-","103.02","United States","-","USD","1.58","0.53","1.00","Aug 14, 2023","2.40","1.58","-","0.53","1.58","0.53","USD","Aug 14, 2018","Dec 08, 2010"
"BALTIMORE MD REV","Utility","Fixed Income","361,456.00","0.10","361,456.00","330,000.00","059231ZH6","US059231ZH66","-","107.03","United States","-","USD","1.43","0.30","1.00","Jul 01, 2023","5.00","1.43","-","0.30","1.43","0.30","USD","Dec 03, 2014","Dec 03, 2014"
"UNIVERSITY MASS BLDG AUTH REV","Education","Fixed Income","361,185.08","0.10","361,185.08","330,000.00","914437VN5","US914437VN52","-","108.62","United States","-","USD","1.77","0.28","1.00","Nov 01, 2023","5.00","1.76","-","0.28","1.76","0.28","USD","Mar 25, 2021","Mar 25, 2021"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","361,024.42","0.10","361,024.42","330,000.00","13068LNH4","US13068LNH41","-","108.15","United States","-","USD","1.68","0.32","1.00","Oct 01, 2023","5.00","1.68","-","0.32","1.68","0.32","USD","Apr 24, 2014","Apr 24, 2014"
"NEW YORK ST DORM AUTH ST PERSONAL","Prerefund/Escrow","Fixed Income","359,280.33","0.10","359,280.33","335,000.00","64990E5L7","US64990E5L73","-","105.36","United States","-","USD","1.09","0.22","1.00","Feb 15, 2023","5.00","1.09","-","0.22","1.09","0.22","USD","Oct 20, 2016","Oct 20, 2016"
"ILLINOIS FIN AUTH REV","Utility","Fixed Income","359,257.72","0.10","359,257.72","335,000.00","45204EXJ2","US45204EXJ27","-","104.74","United States","-","USD","0.97","0.25","1.00","Jan 01, 2023","5.00","0.97","-","0.25","0.97","0.25","USD","Sep 12, 2017","Sep 12, 2017"
"LONE STAR COLLEGE SYS TEX","School Districts","Fixed Income","359,181.60","0.10","359,181.60","335,000.00","542264FX9","US542264FX99","-","105.33","United States","-","USD","1.09","0.24","1.00","Feb 15, 2023","5.00","1.09","-","0.24","1.09","0.24","USD","Apr 29, 2015","Apr 29, 2015"
"OKLAHOMA ST WTR RES BRD REVOLV","Utility","Fixed Income","359,108.28","0.10","359,108.28","335,000.00","67919PMR1","US67919PMR19","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Dec 17, 2015","Dec 17, 2015"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","358,947.14","0.10","358,947.14","335,000.00","91412GRU1","US91412GRU12","-","106.51","United States","-","USD","1.33","0.24","1.00","May 15, 2023","5.00","1.34","-","0.24","1.34","0.24","USD","Mar 14, 2013","Mar 14, 2013"
"BUNCOMBE CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","358,640.30","0.10","358,640.30","335,000.00","120525FR6","US120525FR63","-","106.64","United States","-","USD","1.38","0.30","1.00","Jun 01, 2023","5.00","1.38","-","0.30","1.38","0.30","USD","Apr 30, 2015","Apr 30, 2015"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","358,661.28","0.10","358,661.28","335,000.00","20772JY89","US20772JY894","-","106.42","United States","-","USD","1.33","0.30","1.00","May 15, 2023","5.00","1.34","-","0.30","1.34","0.30","USD","Jun 14, 2016","Jun 14, 2016"
"FLORIDA ST TPK AUTH TPK REV","Transportation","Fixed Income","356,181.96","0.10","356,181.96","325,000.00","3431367E1","US3431367E11","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Nov 05, 2015","Nov 05, 2015"
"MASSACHUSETTS BAY TRANSN AUTH MASS","State Tax-Backed","Fixed Income","356,080.66","0.10","356,080.66","325,000.00","575579HA8","US575579HA86","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Mar 24, 2005","Mar 24, 2005"
"FLORIDA ST","State Tax-Backed","Fixed Income","356,080.66","0.10","356,080.66","325,000.00","3411502A7","US3411502A70","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Jul 27, 2017","Jul 27, 2017"
"HAWAII ST","Prerefund/Escrow","Fixed Income","356,004.56","0.10","356,004.56","325,000.00","419792PZ3","US419792PZ30","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 21, 2013","Nov 21, 2013"
"ALABAMA FED AID HWY FIN AUTH S","Prerefund/Escrow","Fixed Income","355,871.64","0.10","355,871.64","325,000.00","010268BH2","US010268BH22","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Jun 29, 2017","Jun 29, 2017"
"SAN ANTONIO TEX ELEC & GAS REV","Prerefund/Escrow","Fixed Income","353,722.29","0.10","353,722.29","330,000.00","79625GCU5","US79625GCU58","-","105.11","United States","-","USD","1.05","0.28","1.00","Feb 01, 2023","5.00","1.05","-","0.28","1.05","0.28","USD","Jul 28, 2016","Jul 01, 2016"
"NORTH CAROLINA ST GRANT ANTIC","Transportation","Fixed Income","353,729.53","0.10","353,729.53","330,000.00","658268DQ7","US658268DQ74","-","105.52","United States","-","USD","1.13","0.25","1.00","Mar 01, 2023","5.00","1.13","-","0.25","1.13","0.25","USD","Aug 16, 2017","Aug 16, 2017"
"DISTRICT COLUMBIA","State Tax-Backed","Fixed Income","353,529.91","0.10","353,529.91","330,000.00","25476FMV7","US25476FMV75","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Dec 18, 2013","Dec 18, 2013"
"HAWAII ST","State Tax-Backed","Fixed Income","350,527.56","0.10","350,527.56","320,000.00","4197916T0","US4197916T08","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 25, 2014","Nov 25, 2014"
"WISCONSIN ST","State Tax-Backed","Fixed Income","350,178.60","0.10","350,178.60","320,000.00","97705MBS3","US97705MBS35","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Mar 08, 2016","Mar 08, 2016"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","348,497.37","0.10","348,497.37","325,000.00","64990EUR6","US64990EUR60","-","105.34","United States","-","USD","1.09","0.23","1.00","Feb 15, 2023","5.00","1.09","-","0.23","1.09","0.23","USD","Dec 30, 2014","Dec 30, 2014"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","348,360.36","0.10","348,360.36","325,000.00","6500356G8","US6500356G86","-","105.72","United States","-","USD","1.17","0.25","1.00","Mar 15, 2023","5.00","1.17","-","0.25","1.17","0.25","USD","Dec 21, 2017","Dec 21, 2017"
"FLORIDA ST BRD ED PUB ED","State Tax-Backed","Fixed Income","348,173.40","0.10","348,173.40","325,000.00","34153P4D7","US34153P4D72","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Sep 04, 2014","Sep 04, 2014"
"MASSACHUSETTS ST SCH BLDG AUTH","Prerefund/Escrow","Fixed Income","347,977.85","0.10","347,977.85","325,000.00","576000ZR7","US576000ZR74","-","106.43","United States","-","USD","1.33","0.30","1.00","May 15, 2023","5.00","1.34","-","0.30","1.34","0.30","USD","Jul 02, 2013","Jul 02, 2013"
"NEW YORK ST DORM AUTH REVS NON","Education","Fixed Income","344,977.13","0.10","344,977.13","315,000.00","64990BUK7","US64990BUK78","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Dec 16, 2015","Dec 16, 2015"
"OKLAHOMA CAP IMP AUTH ST HWY C","State Tax-Backed","Fixed Income","344,977.13","0.10","344,977.13","315,000.00","678514BY5","US678514BY50","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Oct 13, 2016","Oct 13, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","344,707.06","0.10","344,707.06","315,000.00","64971WZB9","US64971WZB98","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Nov 05, 2015","Nov 05, 2015"
"DALLAS TEX AREA RAPID TRAN SAL","Transportation","Fixed Income","344,373.68","0.10","344,373.68","315,000.00","235241PV2","US235241PV23","-","108.91","United States","-","USD","1.85","0.33","1.00","Dec 01, 2023","5.00","1.85","-","0.33","1.85","0.33","USD","Dec 11, 2014","Dec 11, 2014"
"METROPOLITAN COUNCIL MINN MINN","Local Tax-Backed","Fixed Income","343,126.01","0.10","343,126.01","320,000.00","591852M54","US591852M548","-","105.56","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","Jun 19, 2019","Jun 19, 2019"
"NEW YORK ST DORM AUTH ST PERS","Prerefund/Escrow","Fixed Income","343,008.16","0.10","343,008.16","320,000.00","64990FE91","US64990FE915","-","105.30","United States","-","USD","1.09","0.27","1.00","Feb 15, 2023","5.00","1.09","-","0.27","1.09","0.27","USD","Oct 13, 2017","Oct 13, 2017"
"CONTRA COSTA CALIF TRANSN AUTH","Local Tax-Backed","Fixed Income","342,971.96","0.10","342,971.96","320,000.00","21221MEY2","US21221MEY21","-","105.51","United States","-","USD","1.13","0.26","1.00","Mar 01, 2023","5.00","1.13","-","0.26","1.13","0.26","USD","Jun 01, 2017","Jun 01, 2017"
"ALABAMA FED AID HWY FIN AUTH S","Prerefund/Escrow","Fixed Income","339,446.80","0.10","339,446.80","310,000.00","010268BZ2","US010268BZ20","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Jun 29, 2017","Jun 29, 2017"
"HOUSTON TEX UTIL SYS REV","Utility","Fixed Income","338,925.04","0.10","338,925.04","310,000.00","44244CZM2","US44244CZM27","-","108.69","United States","-","USD","1.80","0.34","1.00","Nov 15, 2023","5.00","1.80","-","0.34","1.80","0.34","USD","Jul 01, 2020","Jul 01, 2020"
"ARKANSAS ST","State Tax-Backed","Fixed Income","337,709.67","0.10","337,709.67","315,000.00","041042ZA3","US041042ZA37","-","105.96","United States","-","USD","1.22","0.22","1.00","Apr 01, 2023","5.00","1.21","-","0.22","1.21","0.22","USD","Dec 01, 2014","Dec 01, 2014"
"WASHINGTON ST UNIV REVS","Education","Fixed Income","337,302.76","0.10","337,302.76","315,000.00","9400937J0","US9400937J08","-","105.83","United States","-","USD","1.22","0.32","1.00","Apr 01, 2023","5.00","1.21","-","0.32","1.21","0.32","USD","Mar 11, 2015","Mar 11, 2015"
"HENNEPIN CNTY MINN","Local Tax-Backed","Fixed Income","333,625.09","0.10","333,625.09","305,000.00","425507KD1","US425507KD18","-","108.97","United States","-","USD","1.85","0.30","1.00","Dec 01, 2023","5.00","1.85","-","0.30","1.85","0.30","USD","Sep 24, 2020","Sep 24, 2020"
"PIMA CNTY ARIZ","Local Tax-Backed","Fixed Income","333,483.65","0.10","333,483.65","310,000.00","721663ZL9","US721663ZL96","-","105.58","United States","-","USD","1.45","0.27","1.00","Jul 01, 2023","4.00","1.45","-","0.27","1.45","0.27","USD","Jul 06, 2016","Jul 06, 2016"
"PORTLAND ORE SWR SYS REV","Utility","Fixed Income","332,051.14","0.10","332,051.14","310,000.00","736742YL5","US736742YL58","-","106.89","United States","-","USD","1.42","0.25","1.00","Jun 15, 2023","5.00","1.42","-","0.25","1.42","0.25","USD","Sep 07, 2016","Sep 07, 2016"
"NEW YORK ST ENVIRONMENTAL FACS","Utility","Fixed Income","332,004.27","0.10","332,004.27","310,000.00","64986DDE2","US64986DDE22","-","106.88","United States","-","USD","1.42","0.26","1.00","Jun 15, 2023","5.00","1.42","-","0.26","1.42","0.26","USD","Apr 13, 2017","Apr 13, 2017"
"BEXAR CNTY TEX","Local Tax-Backed","Fixed Income","331,910.59","0.10","331,910.59","310,000.00","088281QX1","US088281QX16","-","106.85","United States","-","USD","1.42","0.28","1.00","Jun 15, 2023","5.00","1.42","-","0.28","1.42","0.28","USD","Dec 15, 2014","Dec 15, 2014"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","328,783.35","0.09","328,783.35","300,000.00","93974DGG7","US93974DGG79","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Jul 09, 2014","Jul 09, 2014"
"FLORIDA ST TPK AUTH TPK REV FO","Transportation","Fixed Income","328,783.35","0.09","328,783.35","300,000.00","343137BC8","US343137BC88","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Apr 21, 2016","Apr 21, 2016"
"HONOLULU HAWAII CITY & CNTY WA","Utility","Fixed Income","328,689.84","0.09","328,689.84","300,000.00","438701J70","US438701J706","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Sep 08, 2016","Sep 08, 2016"
"HARRIS CNTY TEX","Transportation","Fixed Income","328,612.86","0.09","328,612.86","300,000.00","414005WC8","US414005WC81","-","107.65","United States","-","USD","1.55","0.27","1.00","Aug 15, 2023","5.00","1.55","-","0.27","1.55","0.27","USD","Jul 12, 2016","Jul 12, 2016"
"HAWAII ST","State Tax-Backed","Fixed Income","328,368.63","0.09","328,368.63","300,000.00","419792JY3","US419792JY39","-","108.21","United States","-","USD","1.68","0.30","1.00","Oct 01, 2023","5.00","1.68","-","0.30","1.68","0.30","USD","Apr 14, 2016","Apr 14, 2016"
"LOUDOUN CNTY VA","Local Tax-Backed","Fixed Income","328,336.85","0.09","328,336.85","300,000.00","54589TGM8","US54589TGM80","-","109.03","United States","-","USD","1.85","0.27","1.00","Dec 01, 2023","5.00","1.85","-","0.27","1.85","0.27","USD","Jun 20, 2018","Jun 20, 2018"
"ALABAMA FED AID HWY FIN AUTH S","Prerefund/Escrow","Fixed Income","328,236.14","0.09","328,236.14","300,000.00","010268AH3","US010268AH31","-","107.75","United States","-","USD","1.60","0.34","1.00","Sep 01, 2023","5.00","1.60","-","0.34","1.60","0.34","USD","Feb 12, 2015","Feb 12, 2015"
"MARYLAND ST DEPT TRANSN CONS T","State Tax-Backed","Fixed Income","327,964.31","0.09","327,964.31","305,000.00","574204E58","US574204E581","-","106.20","United States","-","USD","1.61","0.27","1.00","Sep 01, 2023","4.00","1.61","-","0.27","1.61","0.27","USD","Nov 10, 2016","Nov 10, 2016"
"SAN ANTONIO TEX ELEC & GAS REV","Utility","Fixed Income","326,959.13","0.09","326,959.13","305,000.00","7962533W0","US7962533W00","-","105.12","United States","-","USD","1.05","0.27","1.00","Feb 01, 2023","5.00","1.05","-","0.27","1.05","0.27","USD","Aug 13, 2015","Aug 01, 2015"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","325,729.24","0.09","325,729.24","305,000.00","64577BKG8","US64577BKG85","-","106.57","United States","-","USD","1.42","0.46","1.00","Jun 15, 2023","5.00","1.42","-","0.46","1.42","0.46","USD","Aug 31, 2015","Aug 31, 2015"
"NEW YORK N Y CITY TRANSITIONAL","State Tax-Backed","Fixed Income","323,251.10","0.09","323,251.10","295,000.00","64972HVY5","US64972HVY51","-","107.27","United States","-","USD","1.47","0.26","1.00","Jul 15, 2023","5.00","1.47","-","0.26","1.47","0.26","USD","Jan 22, 2015","Jan 22, 2015"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","323,191.24","0.09","323,191.24","295,000.00","93974DAU2","US93974DAU28","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Aug 21, 2013","Aug 21, 2013"
"ARIZONA BRD REGENTS ARIZ ST UN","Education","Fixed Income","323,119.75","0.09","323,119.75","295,000.00","04048RQU3","US04048RQU31","-","107.03","United States","-","USD","1.43","0.30","1.00","Jul 01, 2023","5.00","1.43","-","0.30","1.43","0.30","USD","Sep 14, 2016","Sep 14, 2016"
"MECKLENBURG CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","323,003.79","0.09","323,003.79","295,000.00","58400CAV9","US58400CAV90","-","108.24","United States","-","USD","1.68","0.27","1.00","Oct 01, 2023","5.00","1.68","-","0.27","1.68","0.27","USD","Apr 30, 2015","Apr 30, 2015"
"MONTGOMERY CNTY MD","Local Tax-Backed","Fixed Income","323,003.79","0.09","323,003.79","295,000.00","6133407J1","US6133407J17","-","108.24","United States","-","USD","1.68","0.27","1.00","Oct 01, 2023","5.00","1.68","-","0.27","1.68","0.27","USD","Nov 15, 2017","Nov 15, 2017"
"RHODE IS INFRASTRUCTURE BK WTR","Utility","Fixed Income","322,949.80","0.09","322,949.80","295,000.00","76221UCB0","US76221UCB08","-","108.22","United States","-","USD","1.68","0.28","1.00","Oct 01, 2023","5.00","1.68","-","0.28","1.68","0.28","USD","Jun 02, 2016","Jun 02, 2016"
"VIRGINIA ST RES AUTH CLEAN WTR","Utility","Fixed Income","322,787.91","0.09","322,787.91","295,000.00","92817LRH8","US92817LRH86","-","108.17","United States","-","USD","1.68","0.31","1.00","Oct 01, 2023","5.00","1.68","-","0.31","1.68","0.31","USD","Apr 14, 2015","Apr 14, 2015"
"GEORGIA ST","State Tax-Backed","Fixed Income","321,866.68","0.09","321,866.68","300,000.00","373385AF0","US373385AF09","-","105.21","United States","-","USD","1.05","0.19","1.00","Feb 01, 2023","5.00","1.05","-","0.19","1.05","0.19","USD","Jul 18, 2017","Jul 18, 2017"
"NORTH TEX TWY AUTH REV","Transportation","Fixed Income","321,692.58","0.09","321,692.58","300,000.00","66285WH33","US66285WH338","-","104.73","United States","-","USD","0.97","0.26","1.00","Jan 01, 2023","5.00","0.97","-","0.26","0.97","0.26","USD","Nov 20, 2014","Nov 20, 2014"
"PLANO TEX INDPT SCH DIST","School Districts","Fixed Income","321,620.49","0.09","321,620.49","300,000.00","727199YW5","US727199YW52","-","105.32","United States","-","USD","1.09","0.25","1.00","Feb 15, 2023","5.00","1.09","-","0.25","1.09","0.25","USD","Sep 12, 2017","Aug 01, 2017"
"LOUISIANA ST HWY IMPT REV","State Tax-Backed","Fixed Income","321,294.46","0.09","321,294.46","300,000.00","546486BE0","US546486BE08","-","106.88","United States","-","USD","1.42","0.26","1.00","Jun 15, 2023","5.00","1.42","-","0.26","1.42","0.26","USD","Feb 27, 2014","Feb 27, 2014"
"LAS VEGAS VY NEV WTR DIST","Local Tax-Backed","Fixed Income","321,302.66","0.09","321,302.66","300,000.00","517845FV0","US517845FV00","-","106.68","United States","-","USD","1.38","0.27","1.00","Jun 01, 2023","5.00","1.38","-","0.27","1.38","0.27","USD","Mar 13, 2019","Mar 13, 2019"
"CLARK CNTY NEV SCH DIST FOR IS","School Districts","Fixed Income","321,113.20","0.09","321,113.20","300,000.00","181059UL8","US181059UL82","-","106.82","United States","-","USD","1.42","0.30","1.00","Jun 15, 2023","5.00","1.42","-","0.30","1.42","0.30","USD","Jun 16, 2016","Jun 16, 2016"
